func_name,Deepseek-V3.2,Deepseek-V4-Flash,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct,GPT-5.4-mini
ReverseTimeSeriesVertex.revertTimeSeries,0.822585786,0.876456998,0.772161049,0.864937307,0.871792271,0.845822579
Progress.addPhase,0.955568385,0.980837457,0.999909067,0.9999025,0.886113077,0.954296995
BCUtil.readPemObject,0.980321082,0.934501858,0.966090287,0.879891535,0.916381275,0.939342668
AbstractXTreeNode.writeExternal,0.941980629,0.950932017,0.874565749,0.962864618,0.933787373,0.962901759
ArrayUtil.cast,0.84138191,0.821370811,0.830890046,0.854179742,0.788813451,0.858548764
SparseBaseLevel1.asum,0.906669422,0.9295347,0.906792864,0.902158524,0.904988037,0.908626072
BaseS3.findCreds,0.963442502,0.958966563,0.930574899,0.952771566,0.956286527,0.958053248
ThreeViewEstimateMetricScene.findBestValidSolution,0.809758445,0.836069271,0.862826526,0.83340729,0.820737617,0.841599328
NioGroovyMethods.leftShift,1,0.99991715,0.99990201,0.999874659,0.785444814,0.895212024
BooleanArrayDifference.construct,0.967884756,0.982368846,0.97412831,0.973535801,0.968528542,0.979434186
HomographyTotalLeastSquares.backsubstitution0134,0.870427624,0.933221704,0.90845076,0.902522368,0.859338229,0.87218322
Counter.incrementAll,0.928693524,0.929447238,0.928677967,0.958368973,0.921752831,0.933060841
KerasLayerUtils.getDimOrderFromConfig,0.956787529,0.930836821,0.952089223,0.920362708,0.950068878,0.957738723
RandomAccessReader.readContent,0.853513887,0.863510134,0.819891711,0.867512194,0.823588323,0.870138971
CmsCategoryTree.getSortList,0.928616777,0.99166558,0.98811279,0.883211037,0.982106835,0.984659441
EventServiceImpl.executeLocal,0.92901352,0.873185989,0.851107154,0.845499976,0.856577957,0.850951581
OpValidation.validate,0.87866637,0.928586277,0.891504948,0.915539652,0.875373856,0.917123031
ManageTagsDialog.getJScrollPane,0.942829205,0.963024388,0.980741443,0.981137454,0.982232356,0.964474822
Setting.set,0.754260408,0.753087205,0.999901084,1,0.746814575,0.958480039
BackgroundGmmCommon.updateWeightAndPrune,0.936443607,0.913196376,0.898239039,0.959298626,0.897484868,0.932572022
A_CmsFormatterWidget.parseSelectOptions,0.785458037,0.916286166,0.815093116,0.916645922,0.866805469,0.785455261
ExceptionUtil.rethrowAllowedTypeFirst,0.893710845,0.918396469,0.901220332,0.921867438,0.856383422,0.895355858
GregorianCalendar.getWeekNumber,0.820472091,0.92278583,0.92408508,0.92152202,0.920955466,0.869482467
KeyMap.iterator,0.879142643,0.856134205,0.847360864,0.86340804,0.872001732,0.857816111
VariableScope.getReferencedClassVariables,0.887839969,0.999911698,0.954753002,0.999908591,0.999907653,1
AddOnLoader.getImplementors,0.796498519,0.7999764,0.724199203,0.809091557,0.798809248,0.890701859
ZipUtil.addFile,1,0.856335042,0.978168889,0.999831242,0.999878308,0.949118644
AliasedDiscoveryConfig.setProperty,0.951932606,0.960295897,0.965353737,0.903280959,0.928909306,0.862416476
DataManipulationOps.create1D_F32,0.951811164,0.876885714,0.924224554,0.925168371,0.923773059,0.934711902
TagletWriterImpl.propertyTagOutput,0.944155983,0.888671339,0.88453117,0.907891084,0.849615529,0.914562994
StaticTypeCheckingVisitor.findNotInstanceOfReturnExpression,0.959050939,0.956003808,0.973179662,0.967226903,0.946134445,0.977793167
BitVector.toArray,0.779697398,0.888984609,0.731942055,0.838703732,0.888508849,0.97022589
RuleCharacterIterator.skipIgnored,0.886930361,0.711725555,0.887277514,0.887873382,0.711374795,0.887126557
GasteigerPEPEPartialCharges.removingFlagsAromaticity,0.968620289,0.968595802,0.958472555,0.969351914,0.973821093,0.969459272
PharmacophoreQueryAtom.matches,0.919184588,0.977208365,0.972497404,0.822315572,0.935259564,0.94996144
CDKMCS.project,0.851644202,0.836025597,0.854354909,0.919808961,0.882515751,0.93088264
CDMArrayAtomic.getElementType,0.846674941,0.858370652,0.901507543,0.903582308,0.73870613,0.834361126
PartitionRequestClientFactory.createPartitionRequestClient,0.8853093,0.887729633,0.764233145,0.919349581,0.871170612,0.925203571
Locale.getDisplayScript,0.969686866,0.970298682,0.969030664,0.972054483,0.969478859,0.970001063
FilterChangeUserAgent.getFilterChangeUserAgentDialog,0.986206906,0.98612721,0.986539633,0.985767256,0.986642137,0.986241421
LSSerializerImpl.getXMLEncoding,0.999883454,0.984600703,0.998104693,0.998017239,0.999912526,0.998024151
ThreadLocalRandomProvider.getSecure,0.88059135,0.999888577,0.960695395,0.999916661,0.999913821,0.999946411
LightWeightGSet.remove,0.912333921,0.96446873,0.945614706,0.838326989,0.948789197,0.876453192
ObjectUtil.isEmpty,0.862119503,0.85426484,0.853995342,0.982700571,0.853517914,0.854492797
WriterCFPointDataset.writePointFeatureCollection,0.942567979,0.941707441,0.950008081,0.911909209,0.928961699,0.959618628
Index.getIndexIterator,0.894761107,0.821262416,0.944576025,0.79130592,0.889572652,0.944732771
GroovyMBean.listOperationDescriptions,0.999906174,0.999912009,0.999916217,0.999908798,0.999926963,0.999938314
AbstractDb.update,0.999840378,1,0.999846536,0.999938082,0.999888732,1
AbstractRenderer.shift,0.941113584,0.958740577,0.93216419,0.96027924,0.943329394,0.946775338
NNStorage.initializeDistributedUpgrade,0.893611714,0.919800092,0.897597456,0.911205955,0.893880582,0.925316799
D4Cursor.setElements,0.891461319,0.933931597,0.845746586,0.858554189,0.869485379,0.883504679
AnnualTimeZoneRule.getNextStart,0.962712696,0.962253861,0.927987295,0.98148729,0.987285775,0.966441549
TaskRingBuffer.dispose,0.963866315,0.983965463,0.963529619,0.999915522,0.983886815,0.999921491
VisOdomMonoPlaneInfinity.setIntrinsic,0.937493596,0.906074145,0.902438825,0.813018232,0.932341723,0.92864511
BasicRecordStoreLoader.getBatchChunk,0.983919442,0.984113998,0.99990191,0.999904766,0.999799978,0.999896736
MutableBigInteger.divideKnuth,0.96727646,0.964541652,0.963761826,0.922143006,0.988092915,0.914913124
CatalogBuilder.readTimeCoverage,0.903864365,0.953923421,0.968120209,0.885414569,0.942827272,0.938726674
Provider.load,0.796018254,0.845801821,0.829849664,0.830708844,0.769591367,0.854638488
ProteinPocketFinder.sortPockets,0.967105066,0.941492997,0.953888698,0.958176565,0.93881875,0.953825279
CodecPool.returnDecompressor,0.917538683,0.960642141,0.944968273,0.933094188,0.96810046,0.965523798
Point3dDifference.construct,0.99886133,0.992285569,0.992253773,0.999378738,0.995059742,0.995025353
Simple1DOFCamera.addCameraListener,0.821539258,0.796302694,0.79611492,0.808119843,0.793237085,0.80933963
KeyIterator.acceptNode,0.949421399,0.960717425,0.941060972,0.938360382,0.94552035,0.92140249
ChessboardCornerClusterFinder.disconnectInvalidVertices,0.896124988,0.804574221,0.908680347,0.911448037,0.89785556,0.881000634
PnPInfinitesimalPlanePoseEstimation.computeError,0.940072189,0.939753388,0.949898236,0.936028874,0.929067662,0.945197232
TdsRequestedDataset.getNetcdfFile,0.999900964,0.999879755,0.999903237,0.999885681,0.999937961,0.999903876
URI.getEscapedCurrentHierPath,0.99992145,0.999880024,0.9998934,0.999907786,0.999886132,0.99990641
RingbufferMergeData.read,0.833430673,0.93393621,0.904542521,0.901997674,0.832493001,0.902453474
JsonUtil.getString,0.999925163,0.999880637,0.999884641,0.999862439,0.99990966,1
RBBITableBuilder.flagTaggedStates,0.973966139,0.970767719,0.973556983,0.956377987,0.963543451,0.974159309
Dict.parseBean,0.791605293,0.757803822,0.97364938,0.833209147,0.76758265,0.940719579
TaskSlotTable.isAllocated,0.978074955,0.977408871,0.976657517,0.977771662,0.977721823,0.990703391
FSDirectory.persistBlocks,0.834313078,0.976723229,0.899826427,0.996646343,0.989938832,0.898052955
NcssParamsBean.getCalendarDateRange,0.878378948,0.927925942,0.903048252,0.936999839,0.845112281,0.906157648
Convolution3DUtils.get3DSameModeTopLeftPadding,0.872663069,0.928672803,0.924646501,0.952470491,0.951354248,0.955915423
ToolsUI.prepareGui,0.887149597,0.892646976,0.907241581,0.921974186,0.881049028,0.914529471
IonizationPotentialTool.familyHalogen,0.950341287,0.948850474,0.949828071,0.94932027,0.949043168,0.949269866
KerasModelBuilder.buildSequential,0.975023632,0.974522766,0.97501776,0.974916314,0.974888435,0.97499611
ParameterizationFunction.sinusProduct,0.970538706,0.970678513,0.971081261,0.981273561,0.970911657,0.961740191
SDBaseOps.shape,0.984766206,0.98479121,0.983865992,0.985209827,0.984265488,0.984034432
GeometryTools.getBestAlignmentForLabel,0.927918825,0.987762182,0.989759663,0.974288954,0.894143401,0.974685249
ICULocaleService.registerObject,0.977651421,0.990660293,0.990925238,0.896972342,0.90251568,0.931430153
ChemModel.setReactionSet,0.970132991,0.97008307,0.860816222,0.974117425,0.969853987,0.974226711
VMath.transpose,0.986844209,0.987054715,0.987056692,0.957416345,0.981270779,0.966437974
ContinuousFileMonitoringFunction.listEligibleFiles,0.692307946,0.826661964,0.736589671,0.869895125,0.83699734,0.846410873
ChainedMapDriver.collect,0.915307121,0.90765547,0.907550514,0.932886967,0.829161826,0.932784108
Grib1SectionBitMap.getBitmap,0.929253351,0.902783855,0.850840627,0.813820492,0.909955593,0.922524382
VisOdomMonoPlaneInfinity.setExtrinsic,0.960255593,0.966758634,0.950077705,0.965387511,0.926827498,0.987279076
Long.numberOfLeadingZeros,0.99989385,0.999901063,0.999876087,0.982808745,0.999887016,0.999855469
MapUtil.toListMap,0.960585411,0.951856834,0.952307765,0.937851665,0.961347094,0.906716577
JTableProjection.setCurrentProjection,0.895530718,0.895758839,0.828349665,0.870081366,0.872423414,0.926785891
DefaultGroovyMethods.println,0.902819739,0.885199117,0.866786127,0.986102361,0.872983297,0.88684658
JavaScriptScanner.inlineContent,0.908005611,0.954114999,0.902894517,0.84672465,0.79339012,0.855505779
Console.format,0.68749584,0.734816465,0.690123698,0.89372973,0.723719406,0.8543744
SessionDriver.setDeadline,1,0.999901988,0.999876932,0.999875245,0.999876522,0.999904081
PropsVectors.compact,0.878278207,0.865132622,0.881357633,0.905182901,0.833395735,0.879477287
AtomTetrahedralLigandPlacer3D.rescaleBondLength,0.905602616,0.9228465,0.902031042,0.92448938,0.924459973,0.914592412
GenericsUtils.alignGenericTypes,0.960222123,0.96580215,0.917055181,0.946803316,0.947172751,0.957937967
DateIntervalInfo.parseSkeleton,0.898305823,0.919236302,0.89933153,0.978670971,0.925016457,0.907437975
BitsUtil.andI,0.959685788,0.960289627,0.947910511,0.97826523,0.964764341,0.951688938
VFQueryBuilder.addNode,0.938483349,0.999904954,0.974299122,0.938183588,0.93798823,0.988802423
MetricConfig.getLong,0.999879141,0.99984475,0.999867351,0.9998594,1,1
FactoryMultiViewRobust.homographyRansac,0.987262352,0.988275471,0.98801986,0.981494279,0.988031411,0.978786807
UIUtils.formatDuration,0.89617415,0.827822819,0.953858682,0.899171487,0.865942098,0.906934163
JavaCompiler.errorCount,0.7666819,0.881819912,0.881003853,0.884001757,0.84940358,0.952107218
AdvancedNetworkConfig.addWanEndpointConfig,0.999861119,0.98542688,0.985186977,0.99987299,0.985262256,0.999919439
GoAPIGenerator.createDirAndFile,0.858664831,0.887916095,0.857874655,0.85492819,0.85867439,0.85360888
InverseDepsAnalyzer.inverseDependences,0.724236015,0.773587208,0.730649394,0.72406015,0.680448918,0.662506274
KvStateService.fromConfiguration,0.952920376,0.925204539,0.927575174,0.959466052,0.935554134,0.96684874
HtmlDocletWriter.addMethodInfo,0.885268561,0.890429007,0.870975676,0.905513601,0.879215353,0.86876748
BindableASTTransformation.needsPropertyChangeSupport,0.924262404,0.88118399,0.837828813,0.902452779,0.881454911,0.898650331
PerspectiveOps.convertToMatrix,0.974701718,0.986072129,0.974830712,0.95877235,0.96958019,0.992429493
ReflectUtil.getFieldsDirectly,0.982732416,0.992086809,0.991953802,0.996899542,0.992049395,0.98516419
SpiderHtmlParser.processAttributeElement,0.946245191,0.951856537,0.929165917,0.976795325,0.906188552,0.961816744
GEOSTransform.satToEarth,0.83911726,0.876134546,0.754639536,0.82645576,0.808693531,0.818692519
CmsShell.execute,0.700633365,0.839628234,0.781624874,0.851602725,0.773537062,0.79154273
CmsResourceTypeApp.addToolbarButtons,0.949961238,0.967858819,0.954102473,0.969359377,0.978268484,0.965766418
Start.setDocletInvoker,0.909494331,0.866935734,0.837736868,0.913405666,0.930403658,0.937897685
CropImageTransform.doTransform,0.944878194,0.952820511,0.933599839,0.942667868,0.923961469,0.929054019
CDMDSP.fillgroup,0.922799184,0.930379079,0.923788839,0.909823446,0.936016757,0.898671138
LoadCommon.inquire,0.822919049,0.852900942,0.820151694,0.849030701,0.911455142,0.866584882
OnDiskArray.getRecordBuffer,0.876492991,0.890139773,0.833459524,0.920154606,0.871521011,0.911478804
SquareCrossClustersIntoGrids.lowerEdgeIndex,0.922930621,0.909922745,0.887450476,0.890803845,0.909734135,0.84905338
SimpleSeekableFormatInputStream.available,0.776869338,0.909907029,0.892054313,0.920196642,0.906500075,0.823766048
RaftSemaphore.onSessionClose,0.924179499,0.946893603,0.928887741,0.969061647,0.928655264,0.950155483
SpatialGrid.findClosestAlongPerimeter,0.923527638,0.906291754,0.941440291,0.949166773,0.922781602,0.924408707
SampleableConcurrentHashMap.fetchKeys,0.905172701,0.984820596,0.976103631,0.91014187,0.944197118,0.87901998
ConvertRaster.bufferedToGray,0.980386277,0.980948527,0.98075046,0.957386719,0.980536989,0.947166272
DefaultGroovyMethods.iterator,0.981872514,0.981325112,0.983271366,0.982603563,0.981208218,0.981651934
JDBCInputFormat.close,0.909200054,0.904851,0.903476415,0.834579681,0.903667526,0.907071658
GeometryTools.get2DCentreOfMass,0.984033278,0.986222776,0.986268905,0.988674567,0.985707894,0.988464685
SqlTableScan.insert,0.997529059,0.997494614,0.997222999,0.945961878,0.99761326,0.946234741
ApiUtils.getContextByParamId,0.969032094,0.970887381,0.968706146,0.975748697,0.975909749,0.956296306
BaseTransport.shutdown,0.947095823,0.80445524,0.874715008,0.783944739,0.913198793,0.947169219
TypeEnter.ensureImportsChecked,0.958317805,0.885149127,0.927779783,0.91323329,0.933955806,0.972614136
FiguerasSSSRFinder.breakBond,0.950813938,0.989934902,0.950933178,0.99745102,0.955231439,0.997454073
NumberVectorRandomFeatureSelectionFilter.initializeRandomAttributes,0.808804543,0.847386868,0.92347789,0.870298949,0.869886411,0.888958095
BasicWorkspaceManager.scopeOutOfWorkspaces,0.967173663,0.973749652,0.958586833,0.962204805,0.927568212,0.911177579
Permutation.isIdentity,0.938480202,0.938923893,0.938332025,0.938953403,0.938714477,0.939158562
ConstFold.fold2,0.917249699,0.916708776,0.883596024,0.752344284,0.822413931,0.872410799
JavacState.load,0.796402939,0.88626723,0.801440513,0.890656554,0.783037778,0.846431558
Sql.query,0.963681468,0.963391764,0.967017183,0.940831734,0.963109573,0.983648765
DefaultOperatorStateBackend.getBroadcastState,0.946716077,0.940240199,0.939701602,0.948245599,0.935668903,0.939601037
Excel03SaxReader.processCellValue,0.914047939,0.81376456,0.921674083,0.914697115,0.850593401,0.884554412
ClassNodeUtils.formatTypeName,0.976515797,0.931102775,0.876728266,0.921028398,0.937878222,0.941626796
CyclicCarbohydrateRecognition.coordinatesOfCycle,0.91927342,0.925817738,0.922688879,0.954539355,0.922316207,0.962120146
AtomContainer.getMaximumBondOrder,0.964458391,0.947673594,0.969407475,0.941423145,0.947302405,0.98289367
RectifyFundamental.rotateEpipole,0.956624961,0.953873601,0.955984024,0.949577268,0.96468907,0.920881173
BaseMigrationOperation.verifyPartitionOwner,0.805091835,0.808637094,0.795680317,0.893658975,0.871456268,0.862291978
CompletableFuture.cleanStack,0.890500783,0.770019082,0.9753937,0.952949816,0.919713816,0.924595846
CmsOUEditDialog.isOutOfOu,0.929259427,0.942756142,0.866558799,0.905028947,0.837851534,0.954041984
CdmrFeatureDataset.isCdmrfEndpoint,0.860808812,0.927510972,0.807894091,0.759357813,0.845818832,0.942097325
ContextForcedUserPanel.initialize,0.978001334,0.918133021,0.949186378,0.916518707,0.919347141,0.902753679
ClassNodeResolver.findDecompiled,0.945912652,0.893707458,0.907402497,0.922044985,0.894493202,0.910639043
LocalTransformExecutor.executeSequenceToSeparate,0.896727201,0.896959217,0.881412521,0.861111764,0.864272291,0.895907238
BitsUtil.invgrayC,0.971041685,0.971605207,0.971858357,1,0.971356211,0.994634243
FutureUtil.logAllExceptions,0.908043422,0.91201185,0.914894458,0.900767878,0.7906829,0.897692482
HashSlotArrayBase.shiftConflictingKeys,0.862825084,0.875941933,0.861361146,0.883621794,0.87985893,0.882358993
Session.beginTransaction,0.944531628,0.898001035,0.944657204,0.945283243,0.943534559,0.943767952
DistributedCache.addCacheFile,0.999872973,0.999902771,1,0.999907112,0.999877261,0.999861508
AbstractPbeReplacer.decrypt,0.83450448,0.911023398,0.854138097,0.919875373,0.858902682,0.878992248
EnvironmentInformation.getJvmStartupOptionsArray,0.915447033,0.918211389,0.917849338,0.976597093,0.915878779,0.976563763
Symtab.inferModule,0.926340389,0.917113784,0.855013457,0.911454633,0.890125918,0.944507172
SlotManager.updateSlot,0.967213963,0.966006686,0.962181135,0.909642786,0.832089467,0.917785812
BitMapBloomFilter.add,0.961029763,0.979139297,0.962008282,0.631166663,0.941305088,0.979014111
DialectFactory.identifyDriver,0.949017761,0.960226075,0.944343233,0.947619603,0.965014495,0.88029228
GempakStation.getWmoId,0.891610222,0.72801266,0.767621551,0.939726023,0.738401472,0.706243145
ForkJoinPool.tryCreateExternalQueue,0.955905782,0.959799389,0.957876902,0.93674011,0.951222787,0.937962012
DefaultGroovyMethods.getProperties,0.917796682,0.859163959,0.900908292,0.870089277,0.851126381,0.948843148
ClientNetworkConfig.setAddresses,0.930508078,0.927598306,0.930362599,0.909788947,0.912659511,0.920434837
InternalDebugControl.setDebugFlags,0.999835552,0.999903432,0.999925735,0.999926732,0.999922216,0.999932812
WordVectorSerializer.readWord2VecFromText,0.877125412,0.943209397,0.871527383,0.965615688,0.872621962,0.963926781
CmsHtmlList.setSortedColumn,0.952628265,0.930496297,0.914066015,0.949411322,0.948128283,0.915328655
LocalClusteringCoefficient.runInternal,0.929942844,0.974564203,0.958338203,0.953143753,0.912709402,0.963135434
DBInputFormat.getCountQuery,0.963863842,0.922519063,0.949128035,0.860813372,0.986918811,0.890546196
AbstractReader.handleEvent,0.905635723,0.919004489,0.836419008,0.900550009,0.828271671,0.904092969
GridDatasetInv.getVertCoordinate,0.975465991,0.91427068,0.954948779,0.955277198,0.878790903,0.99339133
Config.getMapConfigOrNull,0.999888708,0.953210429,0.99990248,0.99990248,0.999923817,0.911258216
CmsWorkplaceManager.getDefaultView,0.906869706,0.941114975,0.881238619,0.870125994,0.890374096,0.900224074
OpenCmsCore.initServlet,0.977776201,0.835771319,0.745732734,0.932500992,0.895190067,0.942631362
SDLoss.huberLoss,0.993514642,0.999519269,0.993600896,0.995227588,0.987632154,0.996854621
NonCHHeavyAtom.matches,0.996389658,0.996362167,0.996543163,0.999905944,0.999887101,0.996346372
IndentPrinter.printIndent,0.908338748,0.923296125,0.906012387,0.97634537,0.923857331,0.976210188
ShellParser.findPattern,0.985900492,0.98736733,0.987445089,0.986806944,0.986271313,0.986396487
Parser.alignINClause,0.862103636,0.861929261,0.842117029,0.813526051,0.865163767,0.86191327
AsyncMultiDataSetIterator.next,0.832459241,0.85091077,0.864915899,0.865264028,0.880361823,0.880203673
NodeExtensionFactory.create,0.894306387,0.906676461,0.889369254,0.916432888,0.867351531,0.898562297
AlertPanel.getSelectedAlertsImpl,0.906641694,0.933181386,0.907187654,0.890348138,0.91952312,0.853416066
Kafka08Fetcher.createAndStartSimpleConsumerThread,0.896974676,0.912241428,0.917322147,0.948775629,0.936279368,0.927244984
DetectChessboardCorners.computeFeatures,0.793155509,0.926171231,0.857241387,0.821765104,0.919079457,0.879419297
MapUtil.createMap,0.907103473,0.936060856,0.944709527,0.983935347,0.959036041,0.947640521
IOUtils.readFileChannelFully,0.886477366,0.883052779,0.888119933,0.904125239,0.932160268,0.905440217
ExtensionScript.invokeProxyScript,0.989192033,0.989060638,0.989395103,0.989395103,0.989432406,0.989528556
ServletUtil.showSecurity,0.97168493,0.976731876,0.97383536,0.994177803,0.97191247,0.988445026
CmsSitemapController.createSubSitemap,0.975511485,0.975643665,0.975449503,0.975348467,0.975406972,0.975191423
GammaDistribution.regularizedGammaQ,0.977095718,0.963278137,0.98368041,0.933799918,0.945925332,0.956669401
CBLOF.getClusterBoundary,0.926668875,0.902286717,0.916572337,0.921646725,0.929937196,0.974495692
MLLibUtil.toVector,0.958275188,0.959186216,0.961986115,0.971861698,0.959401358,0.971486396
SpiderController.addSeed,0.832747568,0.900834222,0.874796283,0.885934431,0.847553017,0.859335154
Spider.fetchFilterSeeds,0.96339062,0.968080854,0.980859613,0.852767897,0.946661428,0.948577131
OptimizerNode.prunePlanAlternatives,0.857731495,0.910574528,0.850561564,0.884571186,0.881891579,0.913779748
HtmlQuoting.quoteOutputStream,0.96530667,0.97651707,0.973038278,0.977261029,0.935473161,0.847046035
HttpConnection.setMethod,0.871768672,0.841195933,0.905692909,0.88931596,0.896002404,0.939123789
MembersView.createNew,0.947630185,0.947128592,0.956325103,0.953743681,0.949004001,0.954808027
CmsDomUtil.getEffectiveBackgroundColor,0.937053241,0.883938473,0.949808604,0.95611357,0.865297104,0.969527172
KMedoidsPark.currentCluster,0.951890193,0.952736485,0.952736485,0.952588942,0.952546644,0.952616118
LevenbergMarquardtMethod.simulateParameters,0.89328368,0.900529583,0.915654873,0.879868203,0.895980517,0.890551305
ConverterRegistry.getConverter,0.906566736,0.914446223,0.94774997,0.987069931,0.901305511,0.927572999
ArrayByte.getDouble,0.967221289,1,1,0.826082188,0.96664258,0.946367733
ConnectionLimitingFactory.decorateIfLimited,0.822264541,0.881541776,0.889922223,0.845915806,0.863776497,0.886887414
ClassReader.readName,0.941915601,0.972618211,0.942706363,0.969645118,0.97241539,0.997576449
Bidi.addPoint,0.969134837,0.916166809,0.926186614,0.90730441,0.923821774,0.901709859
HazelcastClientCachingProvider.createCachingProvider,0.999891892,0.999919175,0.999901375,0.999868529,1,0.999900898
ConcurrentConveyor.offer,0.836159605,0.833009383,0.907992005,0.900717675,1,0.988790135
GEnhanceImageOps.sharpen4,0.993986504,0.993203155,0.987126451,0.986624875,0.984083591,0.994049186
AtomPlacer3D.getBondLengthValue,0.958039846,0.964000796,0.963500713,0.966736867,0.973467642,0.960839726
ListBuffer.next,0.920761532,0.930050798,0.928600421,0.915508624,0.89468365,0.928304205
SparseBooleanArray.get,0.985188643,0.985473255,0.985330017,0.985160266,0.98540446,0.985188643
JSONObject.putOpt,0.99987623,0.99987623,0.999868144,1,0.958945262,0.999854014
DebugMolecularFormula.addIsotope,0.996790202,0.996715007,0.94129431,0.984742095,0.948031841,0.951796402
FilterReplaceDialog.getBtnCancel,0.969361857,0.971292897,0.97368238,0.974694369,0.969878396,0.978775154
Server.channelIO,0.837906881,0.842803862,0.770794994,0.905621661,0.859550018,0.923807395
MapDataStores.createWriteThroughStore,0.949595218,0.94737678,0.955421822,0.960943756,0.948176018,0.964963358
IntValueArray.compareTo,1,0.99991556,0.999916393,0.999935487,0.999953306,0.999953306
AlertAPI.getRiskId,0.915198251,0.904168222,0.940034446,0.912447985,0.910518199,0.916837171
MkAppLeafEntry.writeExternal,1,0.99988863,0.999919332,0.999893392,1,1
IsotopeFactory.getMajorIsotope,0.966281947,0.969566844,0.966860286,0.963988164,0.972745394,0.941431939
AbstractCustomColumnHistoryReferencesTableModel.getColumnClass,0.864879248,0.870082858,0.880143952,0.927305509,0.874248569,0.882835642
PartitionScanRunner.run,0.916406432,0.909267764,0.894377785,0.811513624,0.839343641,0.843760413
BasicGroupCountDescriptor.calculate,0.944726038,0.986783132,0.886577447,0.890263923,0.869504271,0.921783345
StructuredSyntaxDocumentFilter.getMultiLineRun,0.832654265,0.867438154,0.889544243,0.893243761,0.935245015,0.86592362
AtmosSigma.getCoordinateArray,0.969410412,0.955853117,0.954709957,0.835143039,0.896065761,0.953845876
InvCatalogFactory10.readAccess,0.930731007,0.973653022,0.971382409,0.938645173,0.951350707,0.893380215
ResourceGroovyMethods.newReader,0.873251943,0.87379561,1,0.835941285,0.871120919,1
AbstractFsCheckpointStorage.encodePathAsReference,0.908440469,0.907733883,0.954910248,0.989756826,0.921669435,0.989983465
IonizationPotentialTool.getDTHalogenF,0.988938399,0.990520262,0.98741524,0.96868702,0.987452947,0.984692789
CompositeMFileFilter.exclude,0.999935538,0.999903436,0.999921949,0.999889825,0.999928887,0.999946549
ChemModelManipulator.removeAtomAndConnectedElectronContainers,0.992435647,0.992289986,0.993183196,0.989655096,0.973967009,0.990078909
SDBaseOps.linspace,0.941459,0.941289513,0.942718799,0.948480175,0.94170283,0.958540574
DefaultGroovyMethods.chop,0.944231659,0.951752754,0.933439391,0.957192304,0.934956866,0.940370798
CsvReader.read,0.912770143,0.918147989,0.91272079,0.879429245,0.905756038,0.918361284
TrainModule.getLayerMeanMagnitudes,0.896918306,0.879361374,0.920744443,0.874200142,0.895374333,0.900064103
CmsResultsTab.addSingleResult,0.899167981,0.865765845,0.878041085,0.923106557,0.878306978,0.89862904
BasicModelUtils.wordsNearestSum,0.981506365,0.981577223,0.981988288,0.962898865,0.912512839,0.983072265
HybridMemorySegment.get,0.997798359,0.997843866,0.997987281,0.997735398,0.997847583,0.997772929
WeightedEvictableList.voteFor,0.854751446,0.934163595,0.954249892,0.867340724,0.876892474,0.922932565
Inspector.getMethods,0.958705822,0.958680322,0.963072484,0.980169351,0.95945487,0.960325676
NonReusingKeyGroupedIterator.nextKey,0.892676461,0.903142957,0.904665129,0.904687352,0.916966321,0.876950655
AbstractRStarTreeNode.adjustEntry,0.881198312,0.893508772,0.889120739,0.906511515,0.90711732,0.922855959
QuorumCall.checkAssertionErrors,0.851346556,0.822788416,0.871397895,0.895745518,0.761984847,0.807122224
CmsDirectEditEntryPoint.initializeButtons,0.938816645,0.966569938,0.984565444,0.973330701,0.947770223,0.952561646
Calendar.updateTime,0.954303198,0.92288329,0.923493796,0.979475667,0.821311154,0.982936188
MapMath.dmsToRad,0.953618889,0.887122718,0.883611066,0.9005751,0.887711775,0.899838541
TagImpl.firstSentenceTags,0.958920536,0.858083265,0.877738808,0.815410323,0.94066945,0.943110599
NewDependencyCollector.getDependencies,0.901088659,0.90826706,0.901286264,0.876263853,0.856676469,0.821544475
Sql.buildSqlWithIndexedProps,0.83234379,0.904641228,0.785387451,0.842946617,0.799608094,0.874003182
MapProxyImpl.iterator,0.929576681,0.56723426,0.936503239,0.935562074,0.905415689,0.932096399
PerturbedAtomHashGenerator.combine,0.90505737,0.882864826,0.865939257,0.88039101,0.863755673,0.900297803
RayleighDistribution.logpdf,0.950155904,0.954254078,0.949944405,0.972342855,0.958412331,0.976959982
SimpleGeometryIndexFinder.getEnd,0.95275701,0.940485057,0.890430384,0.943334342,0.940524197,0.94343684
DecimalFormat.collectIntegralDigits,0.944014295,0.886543846,0.964578904,0.974892642,0.939878231,0.890325419
OnDiskUpperTriangleMatrix.getRecordBuffer,0.732363873,0.888131986,0.868158962,0.903790181,0.89459774,0.777501456
CmsJspTagContainer.printElementWrapperTagStart,0.935034011,0.930258135,0.95149111,0.948826935,0.955698283,0.937757864
ListStringRecordReader.initialize,0.868031072,0.861515345,0.878455638,0.74952895,0.867877608,0.916058132
Control.closeSessionAndCreateAndOpenUntitledDb,0.944423698,0.927374565,0.961621469,0.938393432,0.934355723,0.960903051
ConstantsSummaryBuilder.build,0.534667653,0.997658078,0.54783488,0.690805399,0.539763399,0.948586736
PackageIndexFrameWriter.addNavigationBarFooter,0.719632001,0.824166314,0.792471616,0.702157857,0.76780802,0.685431708
