func_name,Deepseek-V3.2,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct,GPT-5.4-mini,Deepseek-V4-Flash
DistCh.run,0.674461558,0.596612682,0.682338637,0.626157227,0.781294471,0.608030542
ResultUtil.removeRecursive,0.953873312,0.928630136,0.931794062,0.936510548,0.994053676,0.94173855
GaloisField.add,0.999918353,0.999920668,0.999907143,0.999916972,0.999926848,0.999907431
ActualPoolInfoArgs.isSet,0.9998428,0.928162945,0.999904542,0.909656166,0.999894286,0.99985002
IDCreator.createIDs,0.920639989,0.969398348,0.934689868,0.962248928,0.919271798,0.95879766
ViterbiBuilder.repairBrokenLatticeBefore,0.951981205,0.975185781,0.947657527,0.963130205,0.939757652,0.943746723
SelfCalibrationBase.addCameraMatrix,0.699982162,0.780966889,0.839426234,0.761367615,0.825734318,0.761629047
NetworkEnvironmentConfiguration.checkNewNetworkConfig,0.944412309,0.937874002,0.910521959,0.933174975,0.926904032,0.931545907
PNCounterProxy.invokeInternal,0.968397638,0.965707196,0.948298206,0.96764696,0.973466678,0.954896952
ClassWriter.writeBootstrapMethods,0.947936427,0.934885428,0.957206566,0.933006039,0.954284911,0.929578104
SpiderThread.addSeeds,0.97153609,0.883992306,0.940169948,0.904861961,0.825196845,0.950106347
URLUtil.url,0.915842777,0.908644818,0.913160032,0.916372751,0.914368731,0.930306769
DateIntervalInfo.initializeFromReadOnlyPatterns,0.97229095,0.999909381,0.941322501,0.956023525,0.999909745,0.999771275
TaskManagerLocation.getFqdnHostName,0.948896936,0.965023121,0.872757988,0.939454674,0.936471401,0.927909947
BrowserDialog.getJPanelBottom,0.863517703,0.877519622,0.903769494,0.856270446,0.86476408,0.869164748
SpiderParam.setParseComments,0.999899744,0.999901175,0.999910611,0.999918112,0.999931854,0.999943297
Triangulate2ViewsGeometricMetric.triangulate,0.832200174,0.922889108,0.807088841,0.803923961,0.840613538,0.91750381
CTLuRandomWalkEC.run,0.749901422,0.846196309,0.800006862,0.816303794,0.755674107,0.797523796
Mercator.projToLatLon,0.942097057,0.932527004,0.941411962,0.965125786,0.927048507,0.940203529
SliceOps.makeLong,0.996289579,0.995680372,0.972914702,0.997451999,0.954768144,0.994386253
VersionedAbstractParam.readConfigFileVersion,0.947074932,0.944974594,0.961295209,0.951474871,0.958760822,0.947494381
QRDecomposition.rank,0.988630363,0.994811491,0.910711768,0.984864529,0.909705473,0.9884018
NumberMath.getMath,0.906709111,0.953946647,0.946969171,0.913864654,0.952296021,0.940648451
LocalInputChannel.releaseAllResources,0.851094353,0.839822787,0.866595019,0.839266911,0.970120265,0.860566529
BinaryEllipseDetector.setLensDistortion,0.918215211,0.918943365,0.875105182,0.934399177,0.91577195,0.913874866
SlotManager.registerSlot,0.929500837,0.913893087,0.914002486,0.897909383,0.919607897,0.929448015
CmsSecure.getPropertyInheritanceInfo,0.84900066,0.811353895,0.735717743,0.780486305,0.785902123,0.821451884
DiSH.extractClusters,0.860969754,0.892672446,0.872265081,0.884694032,0.842401627,0.875454999
JsonBuilder.invokeMethod,0.797078899,0.814760978,0.937672345,0.853811256,0.859806355,0.872369115
HoughTransformLinePolar.transform,0.987591322,0.943927674,0.854774692,0.794657384,0.960100824,0.988079083
Task.cancelInvokable,0.91088696,0.860618479,0.907804016,0.919672665,0.931178698,0.905109241
PostBasedAuthenticationMethodType.getPopupFlagLoginRequestMenuFactory,0.868765679,0.814696893,0.822870114,0.880822932,0.826796048,0.851667398
ClassLoadingMetricSet.register,0.999221956,0.998858441,0.997961689,0.99907805,0.997578508,0.999156372
A_CmsResourceType.updateRelationForUndo,0.931773442,0.877421012,0.912279023,0.861539263,0.86036397,0.863019659
Calendar.resolveFields,0.936377845,0.867658865,0.923564647,0.849428872,0.858732981,0.869960381
StructureDiagramGenerator.makeIonicBonds,0.947019474,0.94819115,0.943744255,0.948788341,0.941577354,0.953498166
PackageSummaryBuilder.buildExceptionSummary,0.955174249,0.915208806,0.968294958,0.950200986,0.879168919,0.957260855
VisOdomMonoPlaneInfinity.dropUnusedTracks,0.985902467,0.977338049,0.985502728,0.920024538,0.94680313,0.975243028
CudaDirectProvider.malloc,0.895172256,0.89894881,0.898986143,0.92293669,0.931345471,0.920947581
CollationElementIterator.getOffset,0.888817962,0.887368768,0.863967782,0.859696253,0.931412647,0.867350726
StaticTypeCheckingVisitor.findInstanceOfNotReturnExpression,0.976927054,0.968390214,0.980010416,0.9548156,0.968775639,0.973584901
UTF8.getBytes,0.889253403,0.782435274,0.828843659,0.828834582,0.819493417,0.781106764
JCDiagnostic.getLineNumber,0.999893649,0.999937094,0.999914424,1,0.99990571,0.99990542
Scheduler.getInstance,0.816793739,0.984744594,0.98440478,0.985178731,0.984508353,0.814025821
CompilationUnit.compile,0.744292698,0.796135563,0.832861424,0.756849422,0.812983677,0.756819127
ImplicitHCountAtom.matches,0.822434218,0.869990662,0.883641179,0.805225225,0.958727206,0.853650666
CalibrationDetectorCircleRegularGrid.createLayout,0.830678337,0.832613146,0.900720608,0.835099015,0.964356633,0.961902065
ReidSolomonCodes.computeSyndromes,0.937074882,0.929384229,0.927699758,0.932657404,0.924339221,0.939863345
AtomContainerManipulator.getIntersection,0.933794199,0.91273669,0.878050495,0.965817899,0.992898304,0.907313743
VMath.normalizeColumns,0.973987582,0.952651587,0.941552688,0.963713551,0.942707862,0.974248178
FileHandler.openFiles,0.774643773,0.769048015,0.895918912,0.709643311,0.910284807,0.756997093
CameraPlaneProjection.normalToPlane,0.991696759,0.992412824,0.980806409,0.991214695,0.988121653,0.991628046
TSNE.randomInitialSolution,0.988990105,0.989494414,0.953067221,0.986348246,0.994394541,0.984270815
PoissonDistribution.pmf,0.980116415,0.975130188,0.953183605,0.954004377,0.924470134,0.965553601
URLnaming.canonicalizeWrite,0.93317356,0.927075764,0.817096512,0.919656588,0.935987358,0.925187074
UriCodec.validateSimple,0.979005312,0.987391229,0.978860345,0.987050283,0.962530535,0.997570076
GribCdmIndex.getType,0.940443137,0.925178529,0.946035141,0.91636667,0.948219539,0.955252066
JavacParser.moreStatementExpressions,0.940823488,0.955411059,0.93876893,0.955721634,0.935399147,0.916037213
CmsPublishEngine.abandonThread,0.93291406,0.95311777,0.913439517,0.942838653,0.94482945,0.946720477
Word07Writer.addText,0.92708548,0.952282095,0.948966686,0.921283129,0.94825721,0.982042331
TaskRingBuffer.isTask,0.99990903,0.999889475,1,0.999891523,0.999910627,0.999904884
CmsPublishDialog.getWorkflowActionParams,0.975655199,0.940769433,0.943546491,0.933325461,0.950363016,0.955572971
ExecutorConfiguration.getFlatConfiguration,0.83021876,0.928995203,0.862462741,0.776088005,0.927507494,0.88193713
MigrationThread.stopNow,0.808959169,0.747472643,0.815912916,0.769383777,0.820871417,0.891876684
HashSlotArrayBase.migrateTo,0.85712886,0.890739833,0.863326508,0.831305286,0.81478068,0.854331148
JSVGUpdateSynchronizer.makeRunnerIfNeeded,0.713212431,0.786309553,0.750442792,0.696374111,0.80266444,0.837932961
AbstractMetricsContext.getAllRecords,0.95024618,0.917592098,0.941158829,0.956035279,0.931167388,0.929323883
MathUtils.binomial,0.916477556,0.91698493,0.907927295,0.917676151,0.968473057,0.952887775
CacheConfigReadOnly.getEvictionConfig,0.859871408,0.970269333,0.899650115,0.854761227,0.906408035,0.884083345
CRDTMigrationTask.getLocalMemberListIndex,0.973223814,0.974993602,0.974102171,0.974038708,0.999896382,0.974460401
AtomContainer.addBond,0.9347022,0.977548895,0.935542469,0.862877811,0.999899374,0.999884845
CmsSecurityManager.getUsersWithoutAdditionalInfo,0.982246165,0.974798148,0.989405862,0.990118399,0.999696975,0.974489689
ElementKindVisitor6.visitVariable,0.966316832,0.902285958,0.962369853,0.994918038,0.998529329,0.999421841
IntTrieBuilder.allocDataBlock,0.971374904,0.971481424,0.947601638,0.991811339,0.971612972,0.94536149
GroovyRowResult.get,0.977894652,0.976871084,0.944162269,0.977237073,0.977237073,0.97762115
ActivationELU.getActivation,0.790855796,0.951492707,0.930129499,0.945401308,0.951371856,0.969266558
SynonymsLibrary.reload,0.90607296,0.866501198,0.863640602,0.857416838,0.92893374,0.855491876
FSNamesystem.invalidateCorruptReplicas,0.961159991,0.964546638,0.957221312,0.975569391,0.955387435,0.961979307
Character.codePointBefore,0.996141356,0.996345163,0.996081811,0.996093687,0.993117183,0.996079948
GempakFileReader.init,0.882972662,0.841831065,0.905806932,0.709175604,0.842683914,0.896318642
OceanS.getCoordinateArray,0.98257583,0.962835357,0.949748174,0.918901475,0.960008229,0.99254795
DateUtil.endOfWeek,0.987592774,0.989700238,0.966323353,0.968541678,0.990053216,0.987571434
Field.formatDouble,0.886552699,0.893875874,0.904734331,0.893064424,0.906438372,0.865197913
GridHorizCoordSys.makeMSGgeostationary,0.929516657,0.902861736,0.924941259,0.901904071,0.887039486,0.844592841
NamespaceSupport.popContext,0.880808681,0.923884277,0.890075755,0.906996576,0.944670225,0.948015879
CudaZeroHandler.getAllocationStatistics,0.875111349,0.814778461,0.926224532,0.86568158,0.916641745,0.874365055
DaylightModel.aromaticElement,0.992973287,0.984868378,0.88743082,0.988740048,0.946486962,0.8388726
FSNamesystem.registerMBean,0.899119109,0.942631656,0.83353228,0.930293882,0.922415622,0.932862434
StatementUtil.getGeneratedKeyOfLong,0.959268223,0.958897052,0.9678685,0.959183297,0.959645493,0.95935744
Model.newSession,0.745927464,0.715713708,0.872947267,0.687304496,0.906460802,0.750027431
ConfigUtils.getConfig,0.889617659,0.902549611,0.921921646,0.92213485,0.911458535,0.9365964
SameDiff.convertToVariables,0.878922286,0.899753941,0.921941937,0.88540518,0.830283803,0.907593078
DataBlockScanner.updateBlockInfo,0.928442759,0.872216694,0.871944439,0.909632181,0.877597804,0.866058998
Validator.validateIpv6,0.999873494,0.999854407,0.999809127,0.999914395,0.985997092,0.999857636
JavadocConverter.convertJavadoc,0.868274045,0.926660804,0.678138105,0.882952021,0.925466004,0.636914765
RandomProjectedNeighborsAndDensities.splitRandomly,0.898385594,0.88867536,0.885448853,0.918020755,0.888654416,0.897841944
SLINKHDBSCANLinearMemory.run,0.933145605,0.882017152,0.827813789,0.965754481,0.859272689,0.901449874
Preconditions.checkNotNull,1,0.999886827,0.999900695,0.999933809,0.999859482,0.999900204
InMemoryIDistanceIndex.binarySearch,0.967485451,0.964921108,0.929476952,0.957823821,0.959227954,0.953618193
QuadPoseEstimator.pixelToMarker,0.866631861,0.867579973,0.883558212,0.908783372,0.878712431,0.867159938
Text.utf8Length,0.83352752,0.886612984,0.888777828,0.845629816,0.888438565,0.900574692
CmsXmlContentEditor.getXmlEditorIncludes,0.894466885,0.897579324,0.819494069,0.914156677,0.907033486,0.847747463
EncodedGradientsAccumulator.storeUpdate,0.725921086,0.730361557,0.780888082,0.755821332,0.829564124,0.739084607
MetaKeywords.getOverviewMetaKeywords,0.910056621,0.87892283,0.885147829,0.767913432,0.86762283,0.892223447
BinaryEllipseDetector.process,0.907328344,0.914233231,0.923189831,0.904742005,0.884560882,0.939428101
ImplMedianSortNaive.process,0.914201834,0.910825635,0.926806585,0.947560743,0.918760676,0.92374213
DisparityScoreRowFormat.process,0.901213377,0.939063825,0.926171848,0.927203601,0.930904075,0.933544171
SignatureSpi.engineUpdate,0.900031873,0.853682843,0.941141247,0.876640483,0.959208606,0.836182073
Resolve.findInheritedMemberType,0.972086221,0.964844091,0.983823687,0.94923993,0.991198968,0.952168393
MessageSerializer.deserializeRequestFailure,0.943062332,0.943275084,0.992712882,0.992660475,0.99279192,0.992660953
ExtensionPopupMenu.dismissed,0.996555567,0.996645858,0.990729195,0.990927179,0.934685091,0.996558943
VariableScopeVisitor.visitBlockStatement,0.951793671,0.965223622,0.96995763,0.970528266,0.986609603,0.986371226
MSTSplit.omitEdge,0.930656867,0.931487733,0.893207478,0.92710102,0.933063567,0.923932705
DocCommentParser.reference,0.905959949,0.902137097,0.861801457,0.82283834,0.94163533,0.917158386
EvaluateSquaredErrors.evaluateClustering,0.824480306,0.867927695,0.864167596,0.851532534,0.872239062,0.86814561
RestClusterClient.getJobDetails,0.93470518,0.818732876,0.941546026,0.902923143,0.941875179,0.935670145
I18N.setLocale,0.773368261,0.824383181,0.793027076,0.84579664,0.947689625,0.841837229
TreeNode.findTreeNode,0.999067025,0.981068732,0.980529253,0.981488955,0.992515462,1
ChemFile.addChemSequence,0.970058994,0.969436788,0.996159434,0.970001534,0.973598336,0.970076951
SDBaseOps.gather,0.999862927,1,0.999949826,1,0.99988494,0.999895111
Variable.isCaching,0.744270894,0.794799763,0.761259749,0.881384958,0.884807319,0.868868749
EllipsesIntoClusters.init,0.793147402,0.936854975,0.883955432,0.940816957,0.925963573,0.920136625
RingbufferMergeData.add,0.835085541,0.891479881,0.893992417,0.839392549,0.907893091,0.852963559
ClassReader.getLong,0.999869906,0.999909699,0.999940546,0.999893913,0.722221146,0.99992016
StylesheetRoot.recomposeAttributeSets,0.914048307,0.92581363,0.926019366,0.911360718,0.918394473,0.929568068
PluginPassiveScanner.setDefaultAlertThreshold,0.95768189,0.968883646,0.934661327,0.95854551,0.948491468,0.981174748
ClientConfig.setLabels,0.999855083,0.999867619,0.999870447,0.999880447,0.999904387,0.999884262
Counters.findCounter,0.985258945,0.980932575,0.876328042,0.882165282,0.99854199,0.876238065
Messages.get,0.898391207,0.854822646,0.870925773,0.883473826,0.825365658,0.864794023
BinarySerde.doByteBufferPutUnCompressed,0.950506222,0.901995692,0.864786473,0.900020269,0.975337019,0.901117508
DebugReactionSet.removeReaction,0.934857311,0.997021956,0.936018002,0.954131509,0.968559936,0.945244178
HashUtil.tianlHash,0.829612514,0.917877283,0.933783101,0.91386104,0.922334259,0.919010965
TransformProcessSequenceRecordReader.nextRecord,0.928932093,0.885714813,0.47907041,0.882016883,0.924879231,0.928005942
GeometryTools.getBondLengthAverage3D,0.976802004,0.981231566,0.995756321,0.985314297,0.986985389,0.988371531
ConvolveImageMean.vertical,0.990451036,0.954077591,0.985349968,0.954173324,0.966336628,0.980442455
Sql.withBatch,0.957100444,0.912880656,0.957604225,0.894209586,0.945660425,0.934430788
OperandStack.swap,0.895522019,0.931647227,0.930261229,0.920553295,0.905534287,0.917723211
AbstractMTree.insert,0.863671407,0.861719673,0.865363749,0.855042821,0.83291133,0.88155685
Broadcast.rsub,0.942148583,0.999889771,0.990161872,0.940089852,0.99038476,0.999917259
WKTParser.eatParameter,0.952176605,0.967408899,0.928895653,0.980885653,0.981292686,0.98139705
StaticTypeCheckingVisitor.checkGroovyStyleConstructor,0.905123568,0.91791158,0.916954065,0.882489565,0.916543553,0.908046427
RegularCyclicVertexSearch.buildVertexColor,0.905156749,0.799135929,0.839374774,0.822259545,0.918899521,0.776822091
KvStateRegistry.registerListener,0.984876968,0.985999397,0.918673711,0.954904221,0.981262508,0.984445413
MainMenuBar.getMenuImport,0.978534249,0.977246929,0.979275976,0.977660744,0.977179304,0.977559183
PopupMenuItemHttpMessageContainer.getInvoker,0.880017427,0.911651795,0.876541387,0.915963674,0.898571598,0.849725178
MoleculeSetRenderer.calculateDiagramBounds,0.828911622,0.900046271,0.840306487,0.885463865,0.87556315,0.843470675
NDArrayIndex.indexesFor,0.969859676,1,0.910933812,0.969517402,0.979216511,0.999912115
OptionsCheckForUpdatesPanel.initialize,0.945422474,0.914906738,0.945182436,0.972780699,0.93830256,0.928777428
FactoryIntensityPoint.fast,0.981655487,0.999902553,0.999880816,0.984949613,0.999918281,0.999893584
CmsLockUtil.withLockedResources,0.951451028,0.940450992,0.913397997,0.939927655,0.893937079,0.940692684
Anonymizer.anonymize,0.783109271,0.817400863,0.81310207,0.878837557,0.883419876,0.840096791
StaticTypeCheckingSupport.isUsingUncheckedGenerics,0.96849514,0.976786604,0.97900981,0.970844147,0.97485056,0.949475109
AutoEncoder.encode,0.97347036,0.93607821,0.973050196,0.972924628,0.973041729,0.973688813
Strand.removeMonomer,0.996415289,0.99988651,0.999893974,0.871330568,0.996351306,0.996323686
AttributeIndexRegistry.match,0.95511089,0.961433677,0.833306317,0.93226782,0.96098556,0.961475781
CompletableFuture.encodeRelay,0.954771693,0.954619119,0.908788104,0.955266199,0.943133235,0.955195857
WindowOperator.registerCleanupTimer,0.999917043,0.999925926,0.9999034,1,0.999904912,0.999909496
ClosureUtils.convertClosureToSource,0.929595042,0.934199209,0.912420229,0.927963221,0.972445173,0.927393569
D4DataCompiler.compile,0.890780372,0.921867382,0.916590324,0.922805991,0.905042962,0.877114554
EvaluationCalibration.getResidualPlot,0.98660284,0.98826479,0.987766509,0.982619435,0.988303433,0.986708692
MutableBigInteger.binaryGCD,0.922342794,0.958637853,0.923194042,0.94588913,0.894426564,0.954698654
Start.setOption,0.862751668,0.906664089,0.753951948,0.88009806,0.958150188,0.952761159
FactoryDerivativeSparse.createLaplacian,0.8690099,0.868316981,0.869711904,0.869124228,0.920084862,0.932635028
SchedulerForType.collectPoolInfoMetrics,0.827005566,0.823548289,0.825939947,0.832676361,0.853635744,0.885099178
RollingSink.setFSConfig,0.999880006,0.999903519,0.984248468,0.999876715,0.984381717,0.999849758
IMatrix.getVectorFromDiagonal,0.981372858,0.981563844,0.997088008,0.980992558,0.988544732,0.981091035
SkewGeneralizedNormalDistribution.logpdf,0.980941174,0.925714872,0.965887894,0.947108574,0.967133419,0.928227091
Pattern.times,0.979053844,0.979466361,0.899775871,0.955355677,0.900519594,0.979308516
FixBondOrdersTool.getBondNosForRingGroup,0.907970767,0.932983329,0.903404719,0.910022272,0.924499346,0.910430137
EventJournalReadOperation.shouldWait,0.611299607,0.768039519,0.801169899,0.797383547,0.931777247,0.934988124
AllFilterPanel.getBtnDisableAll,0.999916743,0.999915536,0.999926054,0.999925038,0.999919123,0.999866599
A_CmsUploadDialog.setHeight,0.936036573,0.902809308,0.933310285,0.901240833,0.952374687,0.940782562
CmsCmisUtil.checkAddProperty,0.833933176,0.896608322,0.899735335,0.898657636,0.865203946,0.912228213
FactoryMultiViewRobust.pnpRansac,0.974465388,0.983603553,0.941537841,0.977259184,0.985126641,0.972573501
GroovyScriptEngineImpl.compile,0.879666734,0.922918087,0.95725948,0.843487675,0.964947029,0.914455563
CosineUnitlengthDistanceFunction.distance,0.972645382,0.972206477,0.972348359,0.951947869,0.872033082,0.972304232
ClassNodeUtils.hasPossibleStaticProperty,0.863357494,0.856041782,0.919381291,0.902295047,0.874748646,0.925012165
DefaultGroovyMethods.leftShift,0.999910344,0.999913066,1,0.99992137,0.999907389,0.999912553
CmsSecurityManager.setPassword,0.992785972,0.99292527,0.986816027,0.993221727,0.986955204,0.990542488
DistributedRaidFileSystem.searchHarDir,0.930891982,0.934049736,0.945092309,0.949428228,0.945176469,0.952804413
ExtensionHook.getAddOnInstallationStatusListeners,1,0.999914962,0.999846518,0.999911996,1,0.999934075
Transition.dup,0.844189054,0.826110072,0.938042636,0.811995015,0.858493051,0.880519901
DTMNodeProxy.sameNodeAs,0.974593811,0.977430152,0.974849897,0.960906341,0.980836236,0.954406111
CmsAdvancedDirectEditProvider.startDirectEditDisabled,0.948835063,0.944249735,0.95029713,0.945169188,0.9467832,0.946284747
CmsWorkplace.buttonBarLabel,0.889430657,0.913945691,0.924202667,0.858931194,0.990033874,0.92422684
ResultUtil.getCollectionResults,0.999950475,0.988109361,0.999920329,0.999921042,0.999902378,0.999944435
ResultPartition.pin,0.852909164,0.822882171,0.822963388,0.782927199,0.888929243,0.964290266
IMatrix.getVectorFromColumn,0.999923531,0.999889355,0.999917056,0.999895144,0.999917056,0.999923505
DragableArea.enableStop,0.999907423,1,0.999928891,0.999899609,0.999886219,0.999943345
ObjectInputStream.readNewObject,0.916010218,0.958708298,0.929080018,0.939816,0.960079607,0.950597434
HazelcastClientCachingProvider.getOrCreateByInstanceName,0.932523353,0.992508076,0.996163291,1,0.990701421,0.932523353
HarFileSystem.getHarAuth,0.921540259,0.936597533,0.936111956,0.93627543,0.906374561,0.921150604
MkCoPTree.approximateLowerHull,0.934477386,0.934798152,0.953483395,0.945169173,0.947695586,0.931092191
DeLiClu.reinsertExpanded,0.941807857,0.911359586,0.894823591,0.855770856,0.955704359,0.950605719
CoordinateSystem.getProjection,0.955351757,0.955596904,0.954323312,0.891558648,0.953107389,0.931592354
InvokerHelper.getMethodPointer,0.929158079,0.972333042,0.925757865,0.771764584,0.975934942,0.977997494
SDNN.dotProductAttention,0.9998812,0.999898877,0.999890407,0.999910829,0.999897617,0.999907825
SameDiff.saveWithTrainingConfig,0.938207542,0.961195684,0.93189126,0.957322065,0.932334464,0.948588319
HttpMessage.toEventData,0.851552724,0.88242906,0.837353518,0.890755216,0.909682075,0.922046158
MerkleTreeConfig.setMapName,0.946354525,0.946487073,0.946242462,0.946064949,0.999514619,0.946630469
Gen.run,0.702271698,0.804078283,0.753943014,0.590376913,0.78914614,0.85706736
LRUCache.readPage,0.850990283,0.82904344,0.84175264,0.901052964,0.911349685,0.825699152
StaticTypeCheckingVisitor.inferLoopElementType,0.897560077,0.885682034,0.851232342,0.872751531,0.873337626,0.86483538
BaseUnderSamplingPreProcessor.calculateBernoulli,0.871285035,0.921521441,0.889905459,0.90593437,0.902893248,0.907701917
ClientConfig.setProperty,0.99990818,1,0.999892258,0.999881228,0.999880859,0.999876392
SAX2DTM2.copyAttribute,0.935984282,0.9387858,0.920563345,0.925406389,0.910176663,0.933407967
DefaultGroovyMethods.or,0.999901977,0.99986889,0.99988609,1,1,0.999925684
EvaluationBinary.accuracy,0.985745214,0.999903105,0.985386186,0.999906854,0.984990003,0.999895082
ArgumentAttr.processArg,0.882515123,0.891247814,0.900771347,0.906085755,0.873096352,0.827113695
CmsXmlSeoConfiguration.load,0.804668463,0.858584904,0.864115592,0.882042578,0.916394967,0.886096607
LegacyMatchingPointConfigPatternMatcher.getMatchingPoint,0.969298169,0.93765664,0.968273011,0.93708833,0.968887761,0.908495405
HttpHeader.isConnectionClose,0.852967453,0.895053899,0.863956172,0.803512258,0.861466823,0.881575528
HomographyDirectLinearTransform.addConicPairConstraints,0.838171348,0.821476151,0.845477675,0.71599684,0.808649214,0.814456943
DetectFiducialSquareImage.binaryToDef,0.849772132,0.840064431,0.801695869,0.870013216,0.870310034,0.871911698
DatabaseUtil.precomputedDistanceQuery,0.951944237,0.947801879,0.937463979,0.924882981,0.950821746,0.944388087
AbstractTransformBuilder.readAttributeDouble2,0.893096183,0.882492317,0.96448629,0.903996132,0.941603794,0.940495112
EdmondsMaximumMatching.parent,0.803347461,0.889941512,0.859982715,0.647276875,0.917418785,0.880443881
GeneralizedLogisticDistribution.cdf,0.952757802,0.952381454,0.939108694,0.953077345,0.939146697,0.951422804
Graph.optimalRoot,0.825619743,0.737839488,0.756298423,0.851748673,0.772511452,0.825026736
QueryAtomContainer.setAtoms,0.987767098,0.987901255,0.988524837,0.599373278,0.902631185,0.987273059
SchedulerForType.commitMatchedResource,0.886294342,0.855271576,0.849582844,0.863139328,0.902209311,0.914847026
Mac.getInstance,0.996714594,0.996784529,0.995725448,0.996726202,0.996795978,0.99692285
PluginDefaultGroovyMethods.collect,0.871345942,0.874251775,0.896316809,0.873394408,0.900968333,0.566630989
CmsVfsImportExportHandler.setFileName,0.932463558,0.877645814,0.910375975,0.90479062,0.951463209,0.942540082
ExtensionLoader.removeProxyServer,0.999916266,0.999817646,0.985259041,0.999885425,0.999867537,0.999897086
NNStorage.checkSchemeConsistency,0.909169583,0.774082452,0.775218059,0.797683714,0.931772377,0.799558153
AbstractKMeans.sparseMeans,0.988256933,0.973998074,0.985685976,0.986620041,0.984632852,0.989039575
SaturationChecker.newSaturate,0.834988336,0.894762664,0.824770092,0.912066908,0.963610401,0.903197626
Provider.removeService,0.929126204,0.957333903,0.828162802,0.821200024,0.958293676,0.981165623
Graph.printGraph,0.74333986,0.939365532,0.931099651,0.773990276,0.939310069,0.92461904
DocTreeMaker.skipWhiteSpace,0.96840989,0.968965589,0.930591373,0.968166397,0.999908332,0.968432144
ExpGammaDistribution.logcdf,0.914966024,0.966272939,0.912371281,0.966192605,0.942896076,0.91529567
ResultService.validate,0.967925318,0.889027153,0.802983861,0.813785064,0.841636715,0.831203754
BroxWarpingSpacial.computePsiDataPsiGradient,0.929368877,0.92481997,0.920048682,0.92655502,0.907320468,0.915511361
HtmlDocWriter.getPkgName,0.98053113,0.979305364,0.991578428,0.961448203,0.986440458,0.961032781
ToUnknownStream.endElement,0.832828508,0.827187331,0.856456455,0.848934497,0.811620516,0.926749579
CmsDatabaseExportDialog.getComboExportFiles,0.971262564,0.970940748,0.941966084,0.95236872,0.938692808,0.952807036
ZCurveSpatialSorter.pivotizeList1D,0.934627687,0.924379495,0.931769761,0.920703873,0.921611847,0.920786996
NonFlatRStarTree.createBulkDirectoryNodes,0.961900398,0.973661376,0.95124218,0.923600004,0.955402157,0.973935668
ToXMLStream.startPreserving,0.881297542,0.884032371,0.999877992,0.976197595,0.999918406,0.908876028
VelocityUtil.newEngine,0.954592373,0.9998881,0.984289454,0.919788925,0.971169603,0.999889901
PruneStructureFromSceneMetric.pruneObservationsBehindCamera,0.965917263,0.925495613,0.936973848,0.971278886,0.921951579,0.968743166
BrowserDialog.initialize,0.879012977,0.871456908,0.896845771,0.878313746,0.901852784,0.878797961
UrlUtils.authoritySafePath,0.975527929,0.938556833,0.994900831,0.969631791,0.994610017,0.929540536
Traits.isBridgeMethod,0.895228254,0.897040369,0.897211308,0.894468754,0.895517781,0.896301901
DFSInputStream.readBuffer,0.85288035,0.818842466,0.857887494,0.843516954,0.857555344,0.838792254
GPathResult.getBody,0.938924665,0.915926458,0.885544257,0.907032045,0.916069041,0.882539441
MetaClassImpl.initialize,0.822218455,0.798149736,0.842013817,0.927199173,0.912650068,0.909479086
XMeans.splitCluster,0.937336677,0.928517209,0.882963641,0.924084706,0.931749892,0.919359328
TypeTransformers.selectNumberTransformer,0.762148711,0.760392495,0.849818969,0.789308958,0.779157647,0.864547246
NcStringOrRefType.initDescription,0.999849527,0.909884066,0.999872589,0.911152238,0.999918823,0.912025544
A_CmsCmisRepository.extractRange,0.903901979,0.906350882,0.898102357,0.895331249,0.90879795,0.904706166
JumboCyclicVertexSearch.copy,0.93074505,0.949560101,0.89475,0.908217084,0.949137168,0.866992926
MultiLayerConfiguration.getMemoryReport,0.894991759,0.958693912,0.858390297,0.957297357,0.863482871,0.947812492
SpatialUtil.contains,0.931774142,0.92834222,0.920732778,0.920624674,0.916714299,0.919847596
AbstractMemberWriter.addMemberSummary,0.912472318,0.851319238,0.911040734,0.914434179,0.86338449,0.893579055
CmsSliderBar.setColorSelectMode,0.896421133,0.893043477,0.896941508,0.86763556,0.911855204,0.899110342
TensorflowConversion.loadGraph,0.98844671,0.854787446,0.988833276,0.988886994,0.912658415,0.855154979
CmsLinkSelector.getLinkBean,0.958825048,0.958846233,0.958099322,0.951700215,0.958909231,0.951148205
HeaderInputStream.getMoreBytes,0.828651727,0.728258982,0.841274248,0.800438032,0.781621446,0.739515776
ExcelReader.readAsText,0.960662037,0.99990163,0.907147557,0.958657644,0.96863095,0.958483331
SystemUtil.getIntegerSafe,0.91534754,0.922638601,0.908735524,0.937094324,0.919637706,0.952776748
HardLink.createIOException,0.916624579,0.820683931,0.755178561,0.820119489,0.885888514,0.849456316
TldTemplateMatching.distance,0.945964484,0.977221881,0.900969445,0.944699518,0.943953152,0.947206396
SerializedFormBuilder.buildFieldSerializationOverview,0.921086101,0.912270632,0.907700831,0.914686126,0.912614574,0.924507406
BigDecimal.compareMagnitude,0.93802316,0.942201104,0.964100063,0.946037416,0.964485081,0.958528704
Optimizer.createPreOptimizedPlan,0.974275284,0.980692478,0.980879817,0.974580708,0.974260791,0.973954482
