func_name,Deepseek-V3.2,Deepseek-V4-Flash,GPT-5.4-mini,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct
ProcessGroovyMethods.waitForProcessOutput,0.957167591,0.973258277,0.968286319,0.965538559,0.947053863,0.948187783
SharedSlot.getNumberLeaves,0.962317394,0.94281514,0.987213529,0.913586551,0.850834093,0.854492457
Shape.toOffsetZero,0.957552485,0.956832309,0.918322321,0.908648287,0.90272034,0.880622817
ArrayStructure.getScalarChar,0.999905014,0.999873002,0.993499447,0.999905303,0.99988798,0.999911195
A_CmsCmisRepository.getAcePrincipalName,0.96964409,0.969056737,0.983885134,0.97893292,0.964540618,0.954442451
TimeWindow.mergeWindows,0.938529513,0.947645583,0.964414323,0.936449368,0.966262389,0.949781687
CmsStringUtil.escapePattern,0.969917127,0.969071124,0.975273099,0.972962063,0.9739128,0.970425214
BasicWorkspaceManager.destroyWorkspace,0.955471846,0.896396835,0.985417252,0.91822606,0.860556402,0.955007987
NNStorage.getNumStorageDirs,0.927501395,0.908983274,0.977295784,0.909079053,0.872663829,0.908406258
DefaultGroovyMethods.dump,0.786794864,0.926322127,0.930769427,0.888860262,0.941575688,0.940579317
QueryCacheEventPublisher.hintMapEvent,0.845863016,0.910765923,0.856411152,0.85124958,0.82570651,0.829339305
SequenceFileAsTextRecordReader.next,0.819456823,0.910135286,0.816303911,0.922149499,0.768316234,0.913158741
TrackerMeanShiftComaniciu2003.distanceHistogram,0.930514806,0.928814394,0.930043434,0.929546551,0.929546551,0.929097528
AuthenticationMethod.setLoggedOutIndicatorPattern,0.997197298,0.997162016,0.996966227,0.999914576,0.996854402,0.997180824
MapContainer.hasPublisherWithMerkleTreeSync,0.985721931,0.985569123,0.984013666,0.985600673,0.962394913,0.98485529
CmsContextMenuTreeBuilder.findDefaultAction,0.956219246,0.945880454,0.954743819,0.947919059,0.957560007,0.956905374
CmsVPopupView.updateCornerLeft,0.906004656,0.917588128,0.935947239,0.769985682,0.90848853,0.829422253
ConvertBufferedImage.convertFromSingle,0.913315345,0.930724415,0.967057964,0.950717626,0.942674461,0.860523382
KerasCropping2D.getOutputType,0.996051509,0.9957068,0.995675546,0.991402023,0.991537505,0.995979447
AbstractLayout3DPC.buildSpanningTree,0.820189258,0.815823514,0.852984974,0.847936659,0.894808713,0.829121953
QueueContainer.getBackupMap,0.96935546,0.966507399,0.96167245,0.957267947,0.9693112,0.957515183
Types.unboxedTypeOrType,0.982352674,0.979980554,0.978958274,0.982237786,0.965984417,0.982881986
BasicModelUtils.similarity,0.972636789,0.971104517,0.961072623,0.951689975,0.887487517,0.954203951
GeometryUtil.translate2D,0.996903165,0.997187292,0.996370749,0.961648615,0.995615581,0.966699987
RetractableTopNFunction.retractRecordWithRowNumber,0.870070409,0.822628433,0.804452245,0.874255268,0.834121392,0.84083392
BaseTemplate.tryEscape,0.987405026,0.987371484,0.98725812,0.987259136,0.987290736,1
AnnotationTypeFieldWriterImpl.addAnnotationDetailsTreeHeader,0.905606316,0.972858407,0.99096172,0.993224716,0.975223804,0.997507298
BinarySerde.toByteBuffer,0.943859345,0.915056718,0.898258004,0.879263629,0.93460355,0.869404713
CmsSearchIndexList.fillDetailIndexSource,0.957368743,0.947371823,0.959047389,0.923243015,0.9566026,0.957528155
KernelDensityEstimator.process,0.909494733,0.928707558,0.924501828,0.893599639,0.939298713,0.906944843
DynamicFieldsPanel.validateFields,0.900601344,0.900624372,0.915173002,0.907109651,0.911673035,0.87031559
DefaultGroovyMethods.withTraits,0.882469233,0.847923342,0.861125675,0.849086706,0.877176077,0.841634612
ExpandoMetaClass.registerBeanProperty,0.901602046,0.873560204,0.848122796,0.859338182,0.874970719,0.77896519
Collectors.groupingByConcurrent,0.953514423,0.961304653,0.958254281,0.955725401,0.935889347,0.965123847
Sql.newInstance,1,0.99986169,0.999915553,1,0.99992112,0.859825939
CollUtil.zip,0.956777019,0.95520985,0.984309365,0.922738894,0.94455157,0.95676181
SparseBaseLevel1.dot,0.855134098,0.921034732,0.955560744,0.872615924,0.860906237,0.913723116
DefaultWriteBehindProcessor.callHandler,0.899357716,0.935255242,0.917577789,0.911172846,0.90463624,0.876092802
AbstractMetricsContext.getAttributeTable,0.943560921,0.984131608,0.930080578,0.934922964,0.92887401,0.987072686
StationRegionDateChooser.redraw,0.77856887,0.769551844,0.774259217,0.811171445,0.767874314,0.755940075
NetcdfFile.findGlobalAttribute,0.999886359,0.999879745,0.99985578,0.999938491,1,0.999907251
Application.abort,0.82784896,0.885011193,0.752817731,0.783640492,0.793993597,0.73593551
KDDTask.run,0.623272438,0.94748367,0.879134708,0.842383583,0.747435904,0.877348831
ExtensionHookView.addSessionPanel,0.999904861,0.999901147,0.999904861,0.999892588,1,0.999900364
AtomPlacer3D.getFarthestAtom,0.919160934,0.934173745,0.909761511,0.925448343,0.943794431,0.930560742
OnlineLOF.run,0.980395816,0.978363892,0.945578059,0.985438614,0.806489735,0.953262045
SDBaseOps.neq,0.989643939,0.989848637,0.987767891,0.989799718,0.987528013,0.989927129
DataRootPathMatcher.put,0.783211842,0.704462857,0.799600506,0.755491579,0.702603975,0.792959551
UtilIO.getPathToBase,0.946938962,0.947225797,0.952094646,0.956089531,0.932940483,0.947325063
DynamoDBStreamsProxy.createKinesisClient,0.934012384,0.765828523,0.798804558,0.939793333,0.794119141,0.787304701
CmsFlexBucketConfiguration.getBucketSet,0.977088394,0.962490725,0.909929721,0.972300178,0.931264804,0.91775071
DOMBuilder.parse,0.917565626,0.929507886,0.917308905,0.915335536,0.933564242,0.915849897
AbstractParamContainerPanel.getPanelParam,0.999124764,0.950221156,0.999914757,0.991432501,0.991454197,0.966246177
JobClient.runJob,0.901592192,0.971946775,0.914865283,0.957666464,0.916317101,0.918183512
ReflectUtil.getFieldValue,0.999892324,0.926330735,0.888537908,0.999921297,0.999857686,0.852878413
CsvWriter.writeLine,0.982628053,0.982435693,0.983291284,0.982564057,0.982925943,0.982925943
Grego.timeToFields,0.947372088,0.946373492,0.946264331,0.948528491,0.885750197,0.928553898
ExampleDenseImageFeatures.HighLevel,0.940848406,0.945249755,0.924518244,0.951863624,0.879029751,0.896740368
AbstractCacheConfig.addCacheEntryListenerConfiguration,0.979732286,0.954802882,0.972708957,0.973160843,0.939695417,0.955731154
MutableBigInteger.primitiveRightShift,0.995196899,0.994828417,0.966995082,0.995317303,0.982864698,0.991663943
AbstractHazelcastCacheManager.getCacheNamePrefix,0.779425698,0.637266491,0.816034459,0.748895179,0.709764899,0.690012942
FormatStringBuffer.skipDigits,0.965845448,0.948685986,0.961133877,0.972042415,0.960244371,0.969416134
IterUtil.toMap,0.905073552,0.899876501,0.900048734,0.900163551,0.899581222,0.900260853
UAgentInfo.detectFirefoxOSPhone,0.999895036,0.999883039,0.999903629,0.999911861,0.999903893,0.999916879
QueueContainer.offer,0.975149697,0.978006908,0.976943616,0.981927855,0.976656414,0.974065046
OperandStack.dup,0.934616076,0.933839049,0.841032992,0.924118359,0.904652468,0.92453213
Clipboard.nextCandidate,0.914714766,0.957632739,0.88836866,0.963330826,0.743069167,0.92634402
BaseTemplate.writeTo,0.816613326,0.848722056,0.75420382,0.852816721,0.888074805,0.714650355
VisOdomMonoPlaneInfinity.changeCurrToReference,0.962847572,0.977632093,0.951462947,0.915748508,0.959374768,0.854333866
McIDASLookup.getLevelDescription,0.936412026,0.998219153,0.99814532,0.998075699,0.998259811,0.929524429
TdsInit.destroy,0.829406651,0.762279279,0.89705348,0.862734555,0.868997477,0.838696583
JNIWriter.instance,0.999919594,0.999909176,0.998092316,0.999895487,0.991549031,0.999908245
JobStatistics.populate_MapReduceTaskLists,0.929024721,0.90908255,0.922196163,0.916742992,0.921773474,0.897275035
ExtensionPassiveScan.removePassiveScanner,0.888791558,0.999880016,0.999898786,0.999884882,0.999898341,0.999871362
SlotManager.checkTaskManagerTimeouts,0.904199003,0.890825187,0.910504321,0.901532788,0.884851709,0.877472982
MixtureModelOutlierScaling.calcPosterior,0.966755555,0.966697595,0.891174639,0.920269707,0.950069812,0.827318024
PNCounterProxy.getReplicaAddresses,0.942838943,0.943653995,0.950363306,0.943822513,0.947371634,0.942215336
ConvertDescriptors.convertNcc,0.897834351,0.909591052,0.931189763,0.923682648,0.87523166,0.849673241
BipartiteGraph.projectionTopSimple,1,0.999908919,0.999885316,0.999888849,0.999888849,0.999899148
MapOperationProviders.getOperationProvider,0.888960853,0.886221424,0.944750658,0.977536377,0.884411181,0.98203035
CmsEditProjectForm.createProject,0.924510109,0.855879425,0.964850908,0.931870976,0.938370714,0.90108604
DigitList.isLongMIN_VALUE,0.980465218,0.937694434,0.9313897,0.961590168,0.934486702,0.88370716
ImplSsdCorner_F32_MT.horizontal,0.903344649,0.91551841,0.927444522,0.918809517,0.912834447,0.947122074
JobConf.getMemoryForMapTask,0.999920492,1,0.999877064,0.999895512,0.999914248,0.999913519
DefaultGroovyMethods.asString,0.982274444,0.98197482,0.981586947,0.981859183,0.981686441,0.93825973
Convert.utf2chars,0.954846758,0.967309967,0.967908947,0.954396712,0.972525792,0.954797215
GasteigerPEPEPartialCharges.assignPiFactors,0.782927734,0.845943359,0.829941487,0.817977542,0.782230121,0.802886334
SimpleCache.getSilent,0.826114607,0.702095654,0.787640111,0.787972209,0.863876289,0.826129296
RelationUtil.computeMinMax,0.973143412,0.997600572,0.979441547,0.979479383,0.979055784,0.979282894
BytecodeInterface8.sArrayGet,0.964885991,0.965271921,0.969280696,0.963993168,0.969634207,0.96450425
SegmentsUtil.copyToBytes,0.943916734,0.942899922,0.942593514,0.999886996,0.942992072,0.999906477
Sql.cacheConnection,0.978222348,0.978075519,0.995160928,0.978126302,0.976626773,0.977868293
HeaderMessage.read,0.780922608,0.781969799,0.81451494,0.749250796,0.901166875,0.787587645
HttpTextViewUtils.getViewToHeaderPositionImpl,0.886712993,0.816393149,0.913142378,0.833110618,0.913122211,0.890612019
SetCommandProcessor.handle,0.926492219,0.938241752,0.925807635,0.862140089,0.907096019,0.853087692
OCSPResponse.initializeClockSkew,0.991162365,0.999909421,0.991126129,0.991084582,0.991175753,0.999934855
URLEncoder.createDefault,0.981950352,0.993349474,0.973765613,0.995015979,0.950324439,0.969680741
LinearScanEuclideanDistanceRangeQuery.linearScan,0.910707217,0.959686129,0.96114947,0.959066323,0.97806364,0.969707585
RaftNodeImpl.runQueryOperation,0.886774667,0.861398925,0.989719965,0.854519471,0.949655459,0.853228605
Configuration.convertFile,0.8986592,0.948649183,0.942584766,0.889644989,0.942732792,0.917108462
ReferenceUtil.create,0.968722481,0.983297575,0.97823368,0.974836036,0.960109547,0.97496721
CmsSitemapTreeItem.updateDetailPageStatus,0.80421585,0.853451386,0.804485183,0.809292172,0.731361619,0.786348981
CmsDynamicFunctionParser.parseParameters,0.947513522,0.943908571,0.937897889,0.944261304,0.809144002,0.943087292
AbstractSelection.addToAtomContainer,0.941114607,0.947695507,0.968276766,0.929399122,0.974823879,0.986855155
SpiderParam.parseSkipURL,0.912699752,0.87201253,0.886256766,0.872890259,0.88128508,0.876432823
MathUtils.mergeCoords,0.860012353,0.876307801,0.827814539,0.833576519,0.863635488,0.875741889
DataInputStream.skipBytes,0.952336906,0.947475569,0.915376581,0.915291058,0.94907671,0.897090761
Normalization.zeromeanUnitVariance,0.91362759,0.926814384,0.926087998,0.905544021,0.943557359,0.915216713
FlatEarth.constructCopy,0.994220205,0.999901629,0.918135762,0.975377147,0.999853039,0.999921673
ArabicShaping.flipArray,0.798937433,0.853035804,0.853345749,0.798821019,0.816728493,0.816656233
SignatureSpi.engineVerify,0.887832122,0.893167575,0.906229337,0.88845198,0.96987154,0.902682105
ExtensionScript.removeScriptEngineWrapper,0.955034541,0.958841892,0.954741202,0.958145539,0.866853815,0.958883675
InvCatalogFactory10.readDatasetScanAddTimeCoverage,0.929571497,0.921662058,0.947343697,0.950081555,0.939294566,0.929766074
ElementGroup.add,0.884245177,0.879806238,0.886520619,0.893188455,0.884649814,0.877903596
LinuxTaskController.getTaskCacheDirectory,0.935246298,0.946711791,0.954896885,0.905710004,0.945187321,0.904063397
DistortSupport.createDistortPL,0.978458005,0.959333974,0.947028017,0.959372761,0.945700553,0.959977786
DefaultGroovyMethodsSupport.tryClose,0.893606633,0.903508519,0.914427973,0.862766379,0.898812479,0.907205034
CmsMacroResolver.copyAndResolveMacro,0.881813972,0.941523726,0.915428392,0.898210637,0.881171946,0.912147966
TreeSphereVisualization.getLPNormP,0.984538359,0.988605396,0.988352039,0.984595476,0.973342395,0.98427574
TemplateServlet.initTemplateEngine,0.928984368,0.929407257,0.964636736,0.940312354,0.93211038,0.938875175
CmsRpcAction.show,0.91410373,0.935994579,0.974896722,0.965742368,0.863356375,0.920103214
GBlurImageOps.gaussian,0.970437932,0.970940317,0.979210035,0.973285327,0.979709684,0.962332308
CameraPinholeBrown.isDistorted,0.97288347,0.977314794,0.95608847,0.967098367,0.942242127,0.952403406
ClientCacheHelper.createCacheConfig,0.910096826,0.879702541,0.91867494,0.866250307,0.890738511,0.907138896
SourcePrinter.visitDefault,0.95548549,0.882276917,0.976832125,0.954801911,0.900726259,0.902898655
ConfusionMatrix.add,0.983614141,0.983865904,0.979808131,0.983584466,0.981437825,0.97799222
ImportScope.finalizeScope,0.923249434,0.897659286,0.912217902,0.947359438,0.826230256,0.677865909
ClusterJoinManager.sendMasterAnswer,0.942058086,0.928634005,0.955213151,0.940668223,0.9420589,0.942965793
Closure.memoizeBetween,0.955982607,0.955484939,0.99787544,0.955106036,0.983792015,0.954923404
ErddapString2.isLetter,0.871773826,0.938137814,0.89512822,0.934141399,0.882616011,0.893439224
Instruction.getOpcode,0.906538458,0.777519908,0.973900866,0.883499244,0.903916935,0.891747115
ImmutableASTTransformation.checkImmutable,0.855599086,0.911568384,0.907951496,0.875154045,0.926746517,0.832236758
TaskSlotTable.allocateSlot,0.946230431,0.948649501,0.971074891,0.950741261,0.945452561,0.9384368
StartServer.main,0.954756868,0.885795886,0.9539607,0.935427823,0.989852222,0.90081424
SqlValidatorImpl.navigationInDefine,0.801946933,0.886418611,0.929356902,0.882689848,0.788276978,0.772997924
GeneralizedParetoDistribution.logpdf,0.960744871,0.975577702,0.951035251,0.956578962,0.950858436,0.97324764
MigrationStats.markNewRepartition,0.886273554,0.942973862,0.91268277,0.858103664,0.875122282,0.792692356
ExtensionAuthentication.getPopupFlagLoggedInIndicatorMenu,0.991502763,0.989863797,0.99918746,0.990779562,0.998349203,0.965691158
DBInputFormat.getSplits,0.913188499,0.950103453,0.95242078,0.914082042,0.90537033,0.93003626
OPTICSPlot.computeScale,0.919883504,0.918718084,0.85130788,0.916966648,0.849029238,0.89507878
CmsRequestUtil.getParametersFromRawQuery,0.964383147,0.980793498,0.90551118,0.908930611,0.98208918,0.898931104
DefaultGroovyMethodsSupport.sameType,0.95657716,0.943618539,0.925719362,0.93083188,0.925958238,0.926843778
CacheConfig.setEvictionConfig,0.946172264,0.916601757,0.954279033,0.915149121,0.954420919,0.919683995
ErrorReporter.println,0.985057734,0.986305309,0.985057734,0.985857411,0.985158898,0.985645928
WaitSet.find,0.79037199,0.956808276,0.988429144,0.939077277,0.955409884,0.957217575
Session.getGrantReportList,0.887040103,0.928482288,0.934665754,0.908651472,0.928130555,0.893896239
NetUtils.normalizeHostNames,0.9088045,0.914777528,0.879879678,0.878631901,0.865844023,0.874495002
WeightedCovarianceMatrixBuilder.processQueryResults,0.966882975,0.937255939,0.859703788,0.888486955,0.951944932,0.896990413
Bond.get3DCenter,0.965774921,0.966438278,0.968475102,0.965519698,0.958769719,0.97308385
Variable.getParentGroup,0.848972611,0.822215811,0.845220532,0.869724501,0.860894557,0.720251911
FileUtils.deleteFileOrDirectory,0.999861363,0.999898962,0.999876038,0.999878939,0.99989007,0.999845873
AbstractNode.splitByMask,0.869892341,0.818051758,0.707329999,0.845734426,0.831596332,0.837026908
Server.setupResponse,0.948937604,0.960195165,0.955223281,0.874377842,0.941826157,0.940622654
Main.bugMessage,0.961162738,0.937662234,0.951530488,0.960601372,0.953700111,0.951047544
AddOnInstaller.uninstallAddOnFiles,0.955127816,0.95511323,0.917445193,0.954924926,0.91268572,0.923328093
DoubleIntegerDBIDArrayList.truncate,0.889762785,0.894796978,0.95075503,0.871499281,0.949366851,0.90045812
SVGCheckbox.renderCheckBox,0.870450117,0.875902818,0.888501997,0.893671059,0.87319161,0.862300304
Field.validate,0.938502046,0.945354821,0.916904324,0.885655706,0.929284386,0.919019485
JavacState.removeArgsNotAffectingState,0.841482565,0.836660336,0.928503626,0.838822424,0.933989355,0.935344936
NetworkInterface.getInterfaceAddresses,0.952125382,0.954394321,0.945513164,0.796402547,0.960590852,0.80680634
ExtensionsTable.elementAvailable,0.998909122,0.998840085,0.965390592,0.998949166,0.965382466,0.998791856
Normalizer2Impl.decomposeShort,0.916713952,0.902027566,0.799802999,0.878504551,0.887407056,0.874493701
TimSort.mergeLo,0.988835412,0.989722331,0.988441686,0.989647339,0.984320323,0.988481937
CLIQUE.findDenseSubspaces,0.999937662,0.999899498,0.988794489,1,0.988766549,0.999894241
TaskTrackerStatus.countReduceTasks,1,0.99991618,0.999267041,0.999866044,0.999314386,0.999910495
Logger.getLogger,0.903728614,0.954972583,0.888226054,0.94193135,0.885733226,0.854708134
MapKeyLoaderUtil.toBatches,0.96748053,0.961426149,0.971478725,0.971709896,0.939817506,0.908258452
MethodDocImpl.overriddenClass,0.970645996,0.970251376,0.953755392,0.923016042,0.872630365,0.915553126
FactoryPyramid.floatGaussian,0.759676105,0.846167739,0.994951108,0.995341059,0.781167559,0.795160393
ThreddsMetadata.add,0.897342667,0.93255366,0.929621064,0.810424699,0.874833992,0.834411038
AbstractAggarwalYuOutlier.computeSubspaceForGene,0.906986318,0.899881857,0.899214695,0.903662456,0.900794146,0.925171238
URI.setRawFragment,0.985842046,0.985756955,0.999910557,0.98591121,0.992678227,0.985955203
ClassReader.readNameAndType,0.999898876,0.999898739,0.998641952,1,0.998584443,0.999935958
LocalMapStatsProvider.addReplicaStatsOf,0.906849575,0.857956362,0.886959587,0.920831496,0.937659104,0.815037924
AbstractClientListenerService.getActiveRegistrations,0.851527563,0.881651329,0.897617262,0.861589718,0.881965178,0.8329071
SSLEngine.unwrap,0.999909128,0.999804364,0.999866614,1,0.915548836,0.976050177
SimpleGroovyClassDocAssembler.processModifiers,0.891451245,0.885548128,0.912649541,0.834437391,0.919607402,0.910894698
JobTracker.getDeadNodes,0.899414051,0.921334623,0.895296881,0.919269995,0.915646575,0.916029798
TagletManager.initJavaFXTaglets,0.90749158,0.871336194,0.992888269,0.972749246,0.96867839,0.375650177
EvaluationResult.numLines,0.878681347,0.884596161,0.839634315,0.877304306,0.815965861,0.906615737
TaskSlot.markActive,0.820618772,0.821508726,0.999897028,0.999917592,0.976820218,0.818693452
BinaryString.reverse,0.884119639,0.88904524,0.851667261,0.893751631,0.941278665,0.863336254
AbstractYarnClusterDescriptor.uploadAndRegisterFiles,0.955563898,0.906329419,0.899500385,0.828511374,0.837881601,0.886074197
TreeUtil.getVariableElement,0.948327084,0.922336238,0.839953027,0.878608328,0.923821313,0.882832871
UniqueIdentity.encode,0.8026343,0.785017345,0.726395506,0.758455101,0.76613635,0.701977415
CmsCmisTypeManager.getType,0.969655038,0.970032795,0.990472733,0.618332586,0.895463835,0.889098618
ExtensionScript.invokeScriptWithOutAddOnLoader,0.999928004,0.999916261,0.999890216,0.999895971,0.999895389,0.999871306
AddOnRunIssuesUtils.getUiExtensionsRunningIssues,0.975280972,0.999840319,0.999918146,0.973181204,0.999880342,0.975200998
JarVerifier.mapSignersToCertArray,0.847246379,0.853918304,0.855808333,0.853812243,0.871805933,0.868285487
RaftState.updateGroupMembers,0.959832196,0.981591905,0.952252734,0.934296769,0.952264857,0.922965471
ComparableTimSort.mergeHi,0.992953614,0.993022962,0.977745016,0.980367232,0.978909001,0.993905946
AutomaticEvaluation.ensureClusteringResult,0.931117936,0.906354695,0.941414563,0.907550656,0.930922122,0.908400915
StaticTypeCheckingVisitor.getInferredReturnTypeFromWithClosureArgument,0.925958047,0.883012596,0.963773119,0.91976077,0.898867895,0.915945101
BytecodeHelper.getTypeDescription,0.903881205,0.916551224,0.8898028,0.921104646,0.891668584,0.904334836
GeneralUtils.convertASTToSource,0.855351671,0.855289313,0.917169195,0.877768021,0.859135365,0.871329586
VariableStack.getVariableOrParam,0.880665896,0.875740379,0.899697572,0.878028856,0.875654994,0.870702484
ScoreUtil.score,0.877089759,0.935095548,0.989247627,0.945932042,0.978705688,0.873317473
ReflectorLoader.loadClass,0.919181913,0.981063312,0.909931489,0.959441301,0.9841517,0.857387812
CGroupMemoryWatcher.isKillable,0.935778626,0.931691902,0.932443943,0.97985356,0.949451235,0.789766971
ExtensionHookMenu.unmodifiableList,0.999849687,1,1,1,0.999793682,0.999884262
OfflineChangePointDetectionAlgorithm.bestChangeInMean,0.944092305,0.96392044,0.955003049,0.957056825,0.956019443,0.947500239
StaticTypeCheckingSupport.fullyResolve,0.921167033,0.944984886,0.942973355,0.93074777,0.899510304,0.933874907
BackgroundImagePanel.paintComponent,0.925295705,0.856303492,0.953935472,0.86390816,0.814627682,0.806917426
CmsDomUtil.fireFocusEvent,0.999899308,1,1,0.999914365,0.999915308,0.999895868
HtmlDocletWriter.addInlineDeprecatedComment,0.930870447,0.942347145,0.930490598,0.931576004,0.931210432,0.949314761
AbstractLayout3DPC.findOptimalRoot,0.851183045,0.904057414,0.916864958,0.91288262,0.834397901,0.882667127
DateUtilExtensions.plus,0.986218992,0.986133882,0.986245314,0.986168707,0.985996642,0.986053389
ShutdownHookUtil.addShutdownHookThread,0.968234151,0.879378231,0.966465691,0.948818585,0.962974551,0.906521806
CmsXmlContent.removeValuesInOtherLocales,0.952473043,0.99990472,0.999866098,0.951938779,0.952380075,0.949454061
NodeQueryCacheContext.flushPublishersOnNodeShutdown,0.835223113,0.893932708,0.859222712,0.951425231,0.847589089,0.850923436
LocaleIDs.getISO3Country,0.98856125,0.98862895,0.988803831,0.988751035,0.988803831,0.988566521
GIntegralImageOps.transform,0.994879138,0.994589239,0.997434137,0.994434795,0.992049562,0.994225419
GroupedSet.getValues,0.73645213,0.737036511,0.880962092,0.728611822,0.735807259,0.737781357
AdjustPolygonForThresholdBias.process,0.82917487,0.819565954,0.85934119,0.823131287,0.774597325,0.820818361
SourceToHTMLConverter.addBlankLines,0.865431714,0.908839518,0.984426399,0.841412916,0.83415185,0.82587211
HTTPAuthUtil.authscopeCompatible,0.918670688,0.913643508,0.9665639,0.96358388,0.96926039,0.914905795
TagletWriterImpl.seeTagOutput,0.919976637,0.906253184,0.898952435,0.909726382,0.921486725,0.924229283
Types.makeIntersectionType,0.917139561,0.913362235,0.911061598,0.916468523,0.935031249,0.904345276
HashUtil.djbHash,0.999917204,0.999882825,0.999912259,0.999911247,0.999947776,1
URI.getAboveHierPath,0.999899392,0.999871488,0.999943622,0.999913852,0.999926705,0.999894265
ConverterRegistry.convertSpecial,0.936520734,0.981155518,0.947989967,0.892784154,0.923262016,0.908413347
ExtensionStdMenus.getPopupExcludeFromProxyMenu,0.999915272,1,1,0.999879456,0.999879456,0.990318535
BitsUtil.clearI,0.999909181,0.999880386,0.985284063,0.999923839,0.999898082,0.999912325
SerializedFormBuilder.buildMethodTags,0.864234104,0.946637514,0.927910954,0.931547587,0.897715658,0.892890098
JShellTool.setStart,0.842364652,0.916125327,0.805720292,0.893591731,0.89284869,0.88470001
DefaultChannelInitializerProvider.checkSslConfigAvailability,0.896620994,0.966663848,0.939685059,0.868088859,0.931706849,0.864861687
DoubleDynamicHistogram.increment,0.959335293,0.950032174,0.965522604,0.976759042,0.899016652,0.948186024
MergeIterator.next,0.830245514,0.852223679,0.862261478,0.74088966,0.909509566,0.739838451
ArrayStructure.getScalarShort,0.994284616,0.994767578,0.994635168,0.995001812,0.994573218,0.995075314
SqlLikeUtils.sqlToRegexLike,0.878569253,0.859494996,0.89937677,0.859177737,0.865353018,0.877307391
Key.compareTo,0.940240274,0.925007099,0.919621369,0.89404505,0.940780086,0.874234727
RccTask.execute,0.865247172,0.932511327,0.976728899,0.94232323,0.932919432,0.862917737
FairSchedulerServlet.showAdminFormMemBasedLoadMgr,0.912511071,0.920552417,0.863736879,0.859824597,0.919129462,0.89307529
CmsSearchWidgetDialog.createSearchResults,0.824814622,0.821983267,0.89786012,0.87628154,0.840303189,0.887499078
TFGraphMapper.dumpBinaryProtoAsText,0.842192599,0.878882136,0.890535328,0.879421055,0.881776622,0.883475795
ThreadUtil.getThreadId,0.992111458,0.878948838,0.974337629,0.988352678,0.986709009,0.890290487
BlockLocation.write,0.983334145,0.983361702,0.980869818,0.952575975,0.974226936,0.968241085
CompletedJobStatusStore.readJobProfile,0.960973997,0.988060059,0.990060692,0.999883039,0.972773367,0.999943005
JsonArray.iterator,0.928120633,0.89290317,0.950938518,0.890243257,0.9508835,0.891411107
HTMLUtil.writeXHTML,0.931037529,0.94615663,0.917777406,0.912061964,0.926783301,0.927849336
CopticCalendar.handleGetExtendedYear,0.9784085,0.978517732,0.993724342,0.891758121,0.979459677,0.978554824
RaftNodeImpl.installSnapshot,0.919429102,0.93284662,0.89754582,0.922207454,0.914214614,0.91220393
SameDiff.evaluate,0.84991752,0.950773277,0.954700212,0.952789453,0.864219091,0.83692313
GribIosp.readData,0.886178817,0.892846337,0.881335976,0.923592734,0.887046329,0.904445507
Config.findReliableTopicConfig,0.999916678,0.999907006,0.999902358,0.999931057,0.999904572,0.999922376
Builder.targetDistance,0.929332498,0.930064485,0.917330988,0.898415891,0.818925091,0.880707017
HTTPSession.clearkeystore,0.979777295,0.997625711,0.967465531,0.983385791,0.979822649,0.95979158
ClassNode.addMethod,0.885253183,0.943445425,0.962928068,0.940435461,0.900863085,0.929485621
DetectCircleGrid.rotateGridCCW,0.962074279,0.916324532,0.929006931,0.886269775,0.905615773,0.921243398
IdcardUtil.getAgeByIdCard,0.917265342,0.955347397,0.962660851,0.930641049,0.961658619,0.931009315
CmsContextMenuState.addChild,0.952878933,0.975955052,0.926585016,0.975931018,0.929127649,0.892701714
FlatBuffersMapper.getTypeFromByte,0.938359166,0.929757463,0.960410599,0.933313166,0.899431393,0.943241667
WRFEta.extrapinterpolate,0.814514886,0.933205233,0.962032587,0.952199045,0.937938964,0.94748469
BinaryHashTable.putBuildRow,0.931812788,0.932165069,0.863289388,0.945674031,0.952993962,0.845275625
ArffParser.makeArffTokenizer,0.88312242,0.952959342,0.96689242,0.948036996,0.939492851,0.962354606
SqlValidatorImpl.findTable,0.880281005,0.895498681,0.829010215,0.892614357,0.786786405,0.882005062
CoordsSet.findDependent,0.967260078,0.955643507,0.951930243,0.955643507,0.954909215,0.930717634
CmsSiteManagerImpl.addSiteInternally,0.940451107,0.939609296,0.944036737,0.948588497,0.948513696,0.926537855
EdmondsMaximumMatching.check,0.904437402,0.93932297,0.933559182,0.92767166,0.965555381,0.937458805
TrainModule.listSessions,0.867944472,0.861893747,0.947013538,0.905881911,0.89653874,0.862886987
ProcessGroovyMethods.consumeProcessOutput,0.856171587,0.856662451,0.875669369,0.861895702,0.875334135,0.856395474
JavacParser.arrayCreatorRest,0.95296279,0.930054825,0.955764652,0.950511023,0.961793351,0.959557276
ReUtil.replaceAll,0.826990812,0.828004759,0.763717056,0.829063068,0.818030042,0.829565274
SegmentsUtil.allocateReuseBytes,0.924795405,0.855858904,0.900618699,0.91164186,0.893531428,0.828085031
CallSiteArray.createPojoSite,0.884612826,0.97335428,0.936755504,0.947830388,0.953691026,0.924420565
SceneStructureCommon.removePoints,0.781685986,0.780755275,0.897706065,0.834614594,0.772859083,0.79866583
