func_name,deepseekv3.2_ires,deepseekv4-flash_ires,Qwen3-Coder-30B-A3B-Instruct_ires,gpt-5.4-mini_ires,Qwen3-32B_ires,gemini-3.1-flash-lite-preview_ires
MapContainer.initEvictor,0.879017838,0.866201533,0.885264891,0.861250624,0.911312549,0.820085272
EmnistDataSetIterator.isBalanced,0.959201923,0.958931536,0.958533898,0.792537314,0.958890455,0.923394163
Depiction.ensureSuffix,0.880436246,0.868727769,0.866996976,0.72952732,0.940050563,0.88198501
Session.persistProperties,0.74206578,0.732045334,0.700489902,0.737855064,0.696995028,0.789654695
DefaultGroovyMethods.last,0.99987705,0.999894879,0.999921438,0.999883529,0.995852106,0.999889467
CoronaJobHistory.logFinished,0.982038562,0.988671652,0.988315279,0.982478388,0.975429791,0.981032022
LocalWeightedHistogramRotRect.computeHistogramBorder,0.979206451,0.97813238,0.97288851,0.980085075,0.979370608,0.976876447
ClientStateListener.awaitConnected,0.992040797,0.994701944,0.992333743,0.989718968,0.992075711,0.991610677
CompileStack.defineTemporaryVariable,0.92045174,0.90170868,0.902592328,0.879883292,0.919614145,0.920182119
AvroSerializerSnapshot.resolveSchemaCompatibility,0.929682595,0.913291021,0.923659586,0.929529925,0.943662075,0.944436451
AbstractDependenceMeasure.ranks,0.920064561,0.902007586,0.857294991,0.891076348,0.899731226,0.8828291
TaskTracker.purgeJob,0.931142722,0.886781655,0.895339011,0.829446189,0.925839422,0.899648356
Decimal.fromLong,0.913103735,0.925152865,0.906345825,0.913599253,0.914908509,0.912940924
AddOn.versionMatches,0.942828952,0.911884608,0.929578389,0.914621186,0.946824713,0.895731532
Group.remove,0.84336838,0.945180633,0.848995549,0.904912689,0.9171786,0.916689532
RuleBasedBreakIterator.getRuleStatus,0.881634642,0.882251835,0.908092081,0.880691903,0.881406566,0.879049861
CoalescingDelayedTrigger.executeWithDelay,0.759707423,0.772089426,0.710796384,0.700679121,0.752691892,0.749391869
Scan.checkInterfaces,0.972173322,0.965914527,0.978139595,0.982423104,0.972094561,0.967499462
FeatureToWordHistogram_F64.process,0.816658135,0.939949298,0.885183434,0.905544311,0.816432775,0.894115627
DefaultStringifier.store,0.977902157,0.976971934,0.976455429,0.977544526,0.977609829,0.962983631
DTWDistanceFunction.firstRow,0.913152448,0.93888138,0.884818496,0.78964724,0.886688393,0.820947113
SphereUtil.bearingRad,0.966648509,0.965741906,0.957923282,0.969856223,0.966526626,0.958634929
DebugPseudoAtom.setPoint3d,0.927063971,0.928305466,0.927729626,0.925836612,0.927814736,0.927660674
GroupedSet.load,0.907897598,0.968589453,0.911566738,0.955808818,0.907528426,0.878694821
CmsSecurityManager.getRelatedResourcesToPublish,0.963447541,0.952195376,0.951536662,0.912083277,0.957593633,0.946543192
IOGroovyMethods.eachLine,0.902976019,0.931246735,0.908164903,0.973427947,0.918931422,0.932165652
SDMath.zeroFraction,0.998453283,0.901925171,0.903642822,0.903684151,0.998590242,0.90181308
Assert.checkIndex,0.920761913,0.88871804,0.910340335,0.907232753,0.910579928,0.954966425
MultiLayerNetwork.init,0.89404253,0.93591495,0.901258744,0.912397156,0.895602458,0.864276706
TransformerIdentityImpl.transform,0.830113654,0.876131086,0.829175167,0.886008339,0.797968825,0.837896441
GeometryTools.center,0.986028437,0.98468883,0.984541616,0.985979477,0.986177404,0.985477193
FSInputChecker.read,0.867591372,0.842231761,0.879796683,0.915788054,0.866144386,0.907207383
TransformerHandlerImpl.clearCoRoutine,0.854727677,0.806579686,0.766499073,0.754730527,0.824624625,0.64645134
TryWithResourcesASTTransformation.transformExtendedTryWithResourcesStatement,0.882165744,0.862554748,0.861013409,0.856125595,0.823378265,0.867676198
TaskRingBuffer.putBackup,0.899510837,0.920052538,0.920004825,0.904360611,0.900450372,0.9202367
SqlUtil.buildConditions,0.851924026,0.941339932,0.864479937,0.842735142,0.880279886,0.907760985
MesosTaskManagerParameters.create,0.896581485,0.918237593,0.877830621,0.877626553,0.890600683,0.87039225
SqlExtensions.toRowResult,0.968642814,0.977777351,0.963648,0.949127802,0.967287207,0.96526375
HadoopOutputFormatBase.open,0.878149143,0.849597353,0.89413993,0.850896069,0.866073221,0.845312017
ImplConvertRaster.bufferedToPlanar_U8,0.942083413,0.97216899,0.975515792,0.892559481,0.944494687,0.964154452
CmsHtmlList.clear,0.788402237,0.932588747,0.785468475,0.920408441,0.785927302,0.885328335
EssentialCycles.paths,0.80273471,0.682017518,0.864051195,0.683526862,0.802943688,0.682731911
CmsPublishService.getCachedOptions,0.886011172,0.894655911,0.876439173,0.88926686,0.893760398,0.876423303
DemoThreeViewStereoApp.scaleBuffered,0.800232519,0.810250407,0.801305653,0.781571627,0.809820073,0.821207544
ExcelWriter.merge,0.945938226,0.954884769,0.925228375,0.813987874,0.951253642,0.935748253
ZapNTLMEngineImpl.hmacMD5,0.999901756,0.999919377,0.999899908,0.999898235,0.999919923,0.999855182
TreeIndexHeader.writeHeader,0.974565255,0.974719279,0.974370952,0.888586882,0.974813821,0.999877995
ReverseTimeSeriesVertex.revertTimeSeries,0.842421538,0.817572079,0.858481243,0.851261758,0.871792271,0.856195614
Progress.addPhase,0.833813513,0.880974036,0.954094073,0.953926926,0.886113077,0.944127606
BCUtil.readPemObject,0.945934164,0.933002114,0.890547596,0.973583169,0.916381275,0.918361944
AbstractXTreeNode.writeExternal,0.934257123,0.933496266,0.955695589,0.648375227,0.933787373,0.941264656
ArrayUtil.cast,0.799842959,0.852169408,0.843155295,0.833869232,0.788813451,0.836157104
SparseBaseLevel1.asum,0.907973865,0.917491449,0.904827834,0.915269604,0.904988037,0.905646719
BaseS3.findCreds,0.933404576,0.956811095,0.936041076,0.938253661,0.956286527,0.960278179
ThreeViewEstimateMetricScene.findBestValidSolution,0.863110723,0.854112371,0.868229961,0.846368045,0.820737617,0.855211764
NioGroovyMethods.leftShift,0.785075734,0.774692072,0.793972314,0.99990201,0.785444814,0.744208101
BooleanArrayDifference.construct,0.96862384,0.973977011,0.975107854,0.979081861,0.968528542,0.963141702
HomographyTotalLeastSquares.backsubstitution0134,0.874304065,0.76865187,0.894552002,0.885293126,0.859338229,0.868729174
Counter.incrementAll,0.924164065,0.923425681,0.923676227,0.887912858,0.921752831,0.924120211
KerasLayerUtils.getDimOrderFromConfig,0.950754823,0.949464279,0.95024337,0.960231929,0.950068878,0.944611109
RandomAccessReader.readContent,0.823599741,0.84030763,0.822592249,0.814314809,0.823588323,0.845629953
CmsCategoryTree.getSortList,0.987210577,0.983694477,0.954730586,0.96086412,0.982106835,0.98297716
EventServiceImpl.executeLocal,0.856160923,0.859809988,0.804869277,0.859877756,0.856577957,0.878126041
OpValidation.validate,0.807339239,0.874876729,0.880922348,0.864329834,0.875373856,0.842286484
ManageTagsDialog.getJScrollPane,0.982460348,0.979722664,0.981582075,0.987825196,0.982232356,0.982584146
Setting.set,0.753607907,0.759098289,0.752887151,0.764626612,0.746814575,0.776756729
BackgroundGmmCommon.updateWeightAndPrune,0.90581481,0.899728142,0.894518687,0.907593422,0.897484868,0.916960498
A_CmsFormatterWidget.parseSelectOptions,0.863443352,0.834255642,0.870556906,0.896337398,0.866805469,0.840729461
ExceptionUtil.rethrowAllowedTypeFirst,0.856214525,0.860067249,0.866360174,0.878722724,0.856383422,0.88890909
GregorianCalendar.getWeekNumber,0.924213135,0.906332716,0.872417871,0.92327455,0.920955466,0.920382286
KeyMap.iterator,0.880296862,0.876010141,0.910567843,0.863343764,0.872001732,0.864083719
VariableScope.getReferencedClassVariables,0.999912286,0.955001281,0.928260541,0.978449347,0.999907653,0.954603913
AddOnLoader.getImplementors,0.735913778,0.807373212,0.846037149,0.828343886,0.798809248,0.812445106
ZipUtil.addFile,0.999846437,0.999928339,1,0.999888835,0.999878308,0.999861202
AliasedDiscoveryConfig.setProperty,0.934296862,0.943986126,0.86862049,0.9338531,0.928909306,0.921860228
DataManipulationOps.create1D_F32,0.923952092,0.918601883,0.900442057,0.947156816,0.923773059,0.949042449
TagletWriterImpl.propertyTagOutput,0.858481661,0.865046881,0.914063529,0.907400257,0.849615529,0.815416633
StaticTypeCheckingVisitor.findNotInstanceOfReturnExpression,0.934464341,0.944007349,0.960565639,0.952920829,0.946134445,0.952354745
BitVector.toArray,0.888825571,0.81735771,0.834060155,0.96988056,0.888508849,0.706513116
RuleCharacterIterator.skipIgnored,0.710908815,0.800188069,0.710840161,0.767291837,0.711374795,0.711733029
GasteigerPEPEPartialCharges.removingFlagsAromaticity,0.97002582,0.968595802,0.973241602,0.956730616,0.973821093,0.968887756
PharmacophoreQueryAtom.matches,0.929152897,0.917969225,0.97969577,0.951596657,0.935259564,0.967052226
CDKMCS.project,0.872114815,0.892250013,0.90708026,0.819078014,0.882515751,0.865874966
CDMArrayAtomic.getElementType,0.732754739,0.709476606,0.686956704,0.931558022,0.73870613,0.82478187
PartitionRequestClientFactory.createPartitionRequestClient,0.875461076,0.938066227,0.883585703,0.896229545,0.871170612,0.8612086
Locale.getDisplayScript,0.969820106,0.969038213,0.969591143,0.972016082,0.969478859,0.971380477
FilterChangeUserAgent.getFilterChangeUserAgentDialog,0.986690446,0.986358783,0.986567713,0.9861506,0.986642137,0.985770316
LSSerializerImpl.getXMLEncoding,0.998150716,0.998182158,0.998231726,0.990242118,0.999912526,0.998186925
ThreadLocalRandomProvider.getSecure,0.929331193,0.959344487,1,0.823120188,0.999913821,0.980826076
LightWeightGSet.remove,0.95829878,0.914381145,0.861488573,0.84253636,0.948789197,0.871677243
ObjectUtil.isEmpty,0.853366766,0.853637591,0.863951672,0.859494966,0.853517914,0.853455571
WriterCFPointDataset.writePointFeatureCollection,0.87973423,0.961888124,0.776113647,0.939890333,0.928961699,0.947366818
Index.getIndexIterator,0.889572652,0.916673722,0.917997601,0.865263534,0.889572652,0.895712449
GroovyMBean.listOperationDescriptions,0.999913113,0.999904046,0.999929881,0.999954755,0.999926963,0.9999208
AbstractDb.update,0.999904484,0.999938082,0.999846536,0.999937062,0.999888732,0.999944448
AbstractRenderer.shift,0.936735414,0.948339479,0.949611903,0.947101739,0.943329394,0.926277714
NNStorage.initializeDistributedUpgrade,0.897264037,0.900056437,0.883694359,0.905749802,0.893880582,0.943804198
D4Cursor.setElements,0.896742126,0.843972877,0.911843409,0.883492928,0.869485379,0.877576917
AnnualTimeZoneRule.getNextStart,0.978228689,0.974424825,0.954386009,0.978686217,0.987285775,0.979601729
TaskRingBuffer.dispose,0.984383076,0.983781133,0.984176553,0.983874781,0.983886815,0.961771362
VisOdomMonoPlaneInfinity.setIntrinsic,0.907659455,0.933495387,0.899756952,0.880185037,0.932341723,0.884694605
BasicRecordStoreLoader.getBatchChunk,0.981475161,0.999828421,0.98342664,0.999798746,0.999799978,0.98269941
MutableBigInteger.divideKnuth,0.938860441,0.917698612,0.913529175,0.930753771,0.988092915,0.900438081
CatalogBuilder.readTimeCoverage,0.930810134,0.92723139,0.929294728,0.968162185,0.942827272,0.865303405
Provider.load,0.766091722,0.79328002,0.826114079,0.907437434,0.769591367,0.779339228
ProteinPocketFinder.sortPockets,0.936685581,0.893075019,0.874553473,0.974157639,0.93881875,0.934701348
CodecPool.returnDecompressor,0.936804405,0.908871175,0.959335711,0.395260183,0.96810046,0.967229826
Point3dDifference.construct,0.994784001,0.9950474,0.995099157,0.994844854,0.995059742,0.99418571
Simple1DOFCamera.addCameraListener,0.794344225,0.79655684,0.781721824,0.811411225,0.793237085,0.767013638
KeyIterator.acceptNode,0.943587409,0.928833241,0.941957218,0.95460994,0.94552035,0.923568067
ChessboardCornerClusterFinder.disconnectInvalidVertices,0.867112672,0.787622154,0.865009479,0.771274257,0.89785556,0.856634428
PnPInfinitesimalPlanePoseEstimation.computeError,0.928714694,0.924688745,0.932705804,0.937265319,0.929067662,0.950977249
TdsRequestedDataset.getNetcdfFile,0.999908902,0.999891651,0.99990561,0.999891651,0.999937961,0.997728974
URI.getEscapedCurrentHierPath,0.999910019,0.999922978,0.999935955,0.999910505,0.999886132,0.999906416
RingbufferMergeData.read,0.904031003,0.903514506,0.905419431,0.833133107,0.832493001,0.834004752
JsonUtil.getString,0.999878272,0.999891324,0.999840093,0.999884218,0.99990966,0.999880637
RBBITableBuilder.flagTaggedStates,0.958057104,0.951105783,0.980656289,0.999913645,0.963543451,0.934899444
Dict.parseBean,0.767780698,0.758372556,0.788507075,0.808327185,0.76758265,0.812480935
TaskSlotTable.isAllocated,0.97735865,0.990496886,0.977495072,0.990438684,0.977721823,0.990154366
FSDirectory.persistBlocks,0.990060327,0.996862884,0.889197785,0.975564909,0.989938832,0.9899008
NcssParamsBean.getCalendarDateRange,0.7977756,0.863679554,0.876151713,0.872362535,0.845112281,0.878192109
Convolution3DUtils.get3DSameModeTopLeftPadding,0.925384779,0.987543117,0.952993445,0.955646028,0.951354248,0.93364195
ToolsUI.prepareGui,0.890047386,0.89797689,0.882461293,0.860847226,0.881049028,0.907844552
IonizationPotentialTool.familyHalogen,0.948381644,0.950302021,0.949828071,0.950709304,0.949043168,0.950868912
KerasModelBuilder.buildSequential,0.975256714,0.974860965,0.975338062,0.9752194,0.974888435,0.974873939
ParameterizationFunction.sinusProduct,0.932412749,0.967264734,0.971196367,0.970040692,0.970911657,0.966778682
SDBaseOps.shape,0.98460976,0.984736814,0.98424454,0.999870632,0.984265488,0.999898862
GeometryTools.getBestAlignmentForLabel,0.911766027,0.945310993,0.897132403,0.936902553,0.894143401,0.922014479
ICULocaleService.registerObject,0.822677664,0.898601752,0.897744308,0.832406032,0.90251568,0.815362525
ChemModel.setReactionSet,0.860962371,0.999889437,0.999907074,0.868772744,0.969853987,0.868161534
VMath.transpose,0.982096203,0.988015705,0.981722746,0.684636029,0.981270779,0.956260209
ContinuousFileMonitoringFunction.listEligibleFiles,0.83267442,0.855136656,0.83527545,0.867998649,0.83699734,0.835972937
ChainedMapDriver.collect,0.761277313,0.913199332,0.762158571,0.924402441,0.829161826,0.929408197
Grib1SectionBitMap.getBitmap,0.905141023,0.92290708,0.923633819,0.93085591,0.909955593,0.906993726
VisOdomMonoPlaneInfinity.setExtrinsic,0.926874241,0.967551947,0.967603483,0.996543769,0.926827498,0.922307207
Long.numberOfLeadingZeros,0.999906496,0.999859682,0.983014773,0.999854934,0.999887016,0.992219053
MapUtil.toListMap,0.951673989,0.948195693,0.904240931,0.973422001,0.961347094,0.948964856
JTableProjection.setCurrentProjection,0.87363129,0.860944544,0.878186352,0.933436094,0.872423414,0.875920421
DefaultGroovyMethods.println,0.857100748,0.808833092,0.902448603,0.856115272,0.872983297,0.860726035
JavaScriptScanner.inlineContent,0.883424409,0.840159445,0.831266336,0.901519279,0.79339012,0.851315613
Console.format,0.73608049,0.671523196,0.86757712,0.682942824,0.723719406,0.688989708
SessionDriver.setDeadline,0.999878108,0.999943426,0.999824004,0.999897862,0.999876522,0.999882811
PropsVectors.compact,0.875684849,0.903846418,0.873166969,0.91213547,0.833395735,0.859820037
AtomTetrahedralLigandPlacer3D.rescaleBondLength,0.923694921,0.923097862,0.92312666,0.923088414,0.924459973,0.923432078
GenericsUtils.alignGenericTypes,0.937299274,0.948957548,0.954162725,0.943093758,0.947172751,0.938206986
DateIntervalInfo.parseSkeleton,0.919009787,0.965897773,0.938529371,0.912103631,0.925016457,0.941114992
BitsUtil.andI,0.961303653,0.97917223,0.970103012,0.907082166,0.964764341,0.958169076
VFQueryBuilder.addNode,0.938727108,0.9389467,0.938252059,0.974956783,0.93798823,0.939922106
MetricConfig.getLong,0.999866536,0.999867181,1,0.845879357,1,0.999892057
FactoryMultiViewRobust.homographyRansac,0.997627852,0.998832662,0.981802425,0.957737208,0.988031411,0.986366394
UIUtils.formatDuration,0.874579431,0.872730864,0.869724428,0.851377658,0.865942098,0.786181367
JavaCompiler.errorCount,0.850616209,0.837315571,0.833445849,0.825960111,0.84940358,0.756283876
AdvancedNetworkConfig.addWanEndpointConfig,0.983962481,0.984549261,0.988326429,0.860159308,0.985262256,0.984034461
GoAPIGenerator.createDirAndFile,0.859900894,0.884599163,0.854610381,0.88545616,0.85867439,0.900419401
InverseDepsAnalyzer.inverseDependences,0.749551323,0.696846945,0.721548717,0.810426112,0.680448918,0.692720985
KvStateService.fromConfiguration,0.931644471,0.92102788,0.970365015,0.934188523,0.935554134,0.954477699
HtmlDocletWriter.addMethodInfo,0.858044527,0.849527055,0.899205706,0.868260925,0.879215353,0.833117545
BindableASTTransformation.needsPropertyChangeSupport,0.83366278,0.880680256,0.890456797,0.858490132,0.881454911,0.881834668
PerspectiveOps.convertToMatrix,0.970343322,0.982729639,0.960802426,0.994530169,0.96958019,0.938391365
ReflectUtil.getFieldsDirectly,0.992140483,0.985496042,0.997302393,0.707031798,0.992049395,0.947868983
SpiderHtmlParser.processAttributeElement,0.903416607,0.930965332,0.9371349,0.979895015,0.906188552,0.937147605
GEOSTransform.satToEarth,0.721816116,0.766358478,0.800797462,0.789044902,0.808693531,0.745151568
CmsShell.execute,0.772017521,0.81986189,0.762631771,0.845113578,0.773537062,0.761104987
CmsResourceTypeApp.addToolbarButtons,0.975973867,0.970572582,0.955699166,0.969662263,0.978268484,0.97450225
Start.setDocletInvoker,0.930242881,0.949218161,0.917032471,0.935996127,0.930403658,0.897719759
CropImageTransform.doTransform,0.923241755,0.92719247,0.91787715,0.946692524,0.923961469,0.93607667
CDMDSP.fillgroup,0.940460327,0.924423535,0.932650184,0.898462788,0.936016757,0.92526997
LoadCommon.inquire,0.879249992,0.948641049,0.912163886,0.9496122,0.911455142,0.949881593
OnDiskArray.getRecordBuffer,0.87195733,0.873301197,0.8652858,0.842705004,0.871521011,0.86063488
SquareCrossClustersIntoGrids.lowerEdgeIndex,0.9093992,0.895700418,0.909351004,0.952693186,0.909734135,0.834562614
SimpleSeekableFormatInputStream.available,0.907467555,0.888759041,0.922206033,0.849258051,0.906500075,0.908758585
RaftSemaphore.onSessionClose,0.929885879,0.949975525,0.964033679,0.899844984,0.928655264,0.911163171
SpatialGrid.findClosestAlongPerimeter,0.933781107,0.942447414,0.924226525,0.927053078,0.922781602,0.941281056
SampleableConcurrentHashMap.fetchKeys,0.938338258,0.939904377,0.928662809,0.975655411,0.944197118,0.910024963
ConvertRaster.bufferedToGray,0.980257778,0.952643002,0.964530287,0.916934661,0.980536989,0.987201988
DefaultGroovyMethods.iterator,0.982511437,0.982401292,0.982584084,0.878011108,0.981208218,0.945985865
JDBCInputFormat.close,0.903845358,0.898662019,0.899541524,0.899903201,0.903667526,0.898935125
GeometryTools.get2DCentreOfMass,0.983550779,0.988322692,0.98957094,0.946449744,0.985707894,0.984644377
SqlTableScan.insert,0.997112977,0.997606067,0.945961878,0.997280267,0.99761326,0.997465566
ApiUtils.getContextByParamId,0.978129409,0.965003872,0.957266118,0.983411382,0.975909749,0.964471898
BaseTransport.shutdown,0.915780892,0.851495447,0.838638087,0.902318773,0.913198793,0.918047409
TypeEnter.ensureImportsChecked,0.910116096,0.96357613,0.923315756,0.944276781,0.933955806,0.937308831
FiguerasSSSRFinder.breakBond,0.928261313,0.894036768,0.997357876,0.94084527,0.955231439,0.895496625
NumberVectorRandomFeatureSelectionFilter.initializeRandomAttributes,0.807686453,0.771116727,0.7944548,0.881417954,0.869886411,0.808716027
BasicWorkspaceManager.scopeOutOfWorkspaces,0.941661965,0.937085483,0.879360233,0.880218497,0.927568212,0.893089231
Permutation.isIdentity,0.938953403,0.938976468,0.938600631,0.93314046,0.938714477,0.938498938
ConstFold.fold2,0.864183052,0.924140014,0.887869613,0.926200709,0.822413931,0.882153915
JavacState.load,0.849740548,0.832794075,0.827519202,0.869100656,0.783037778,0.842996759
Sql.query,0.962558923,0.976385433,0.976007575,0.894310884,0.963109573,0.967110922
DefaultOperatorStateBackend.getBroadcastState,0.933086302,0.922702729,0.945415499,0.941342219,0.935668903,0.941796379
Excel03SaxReader.processCellValue,0.848834049,0.843962115,0.839499016,0.873508936,0.850593401,0.841417225
ClassNodeUtils.formatTypeName,0.938621882,0.92152264,0.941682321,0.908567794,0.937878222,0.932035533
CyclicCarbohydrateRecognition.coordinatesOfCycle,0.92069795,0.999885268,0.956491239,0.949744666,0.922316207,0.922851598
AtomContainer.getMaximumBondOrder,0.964217179,0.990154025,0.977504109,0.982968404,0.947302405,0.973978196
RectifyFundamental.rotateEpipole,0.933214894,0.972482474,0.965975977,0.944127358,0.96468907,0.945127391
BaseMigrationOperation.verifyPartitionOwner,0.885603558,0.905599103,0.900808561,0.888610412,0.871456268,0.859779606
CompletableFuture.cleanStack,0.92201407,0.740723558,0.957143202,0.927798934,0.919713816,0.902719336
CmsOUEditDialog.isOutOfOu,0.934183613,0.961758687,0.920727546,0.950210887,0.837851534,0.942636159
CdmrFeatureDataset.isCdmrfEndpoint,0.853191451,0.893580456,0.876771597,0.908274074,0.845818832,0.870807836
ContextForcedUserPanel.initialize,0.920080962,0.906829642,0.929277888,0.918492285,0.919347141,0.916640262
ClassNodeResolver.findDecompiled,0.918958016,0.916570799,0.861346049,0.890560196,0.894493202,0.920248985
LocalTransformExecutor.executeSequenceToSeparate,0.875647653,0.87159686,0.864809537,0.875684682,0.864272291,0.863998109
BitsUtil.invgrayC,0.971504018,0.94021898,0.918614103,0.994107369,0.971356211,0.886570347
FutureUtil.logAllExceptions,0.789247273,0.771127019,0.903249625,0.922685158,0.7906829,0.817727371
HashSlotArrayBase.shiftConflictingKeys,0.849488668,0.865404579,0.870994415,0.861056023,0.87985893,0.846176531
Session.beginTransaction,0.898103082,0.945205179,0.944109041,0.93673908,0.943534559,0.936745682
DistributedCache.addCacheFile,0.999809164,0.999809164,0.999759951,0.999882102,0.999877261,0.999848336
AbstractPbeReplacer.decrypt,0.839602662,0.852023993,0.880968147,0.862084127,0.858902682,0.901678843
EnvironmentInformation.getJvmStartupOptionsArray,0.916152155,0.976293129,0.976308501,0.907782176,0.915878779,0.96326102
Symtab.inferModule,0.896087921,0.918908442,0.905399931,0.915198595,0.890125918,0.87600969
SlotManager.updateSlot,0.824614917,0.864146389,0.89092551,0.829662651,0.832089467,0.904819273
BitMapBloomFilter.add,0.942097012,0.961861303,0.611956762,0.681033649,0.941305088,0.962029481
DialectFactory.identifyDriver,0.964606311,0.967040319,0.957542045,0.946783555,0.965014495,0.97059063
GempakStation.getWmoId,0.736325887,0.748566506,0.775073305,0.971651694,0.738401472,0.80272383
ForkJoinPool.tryCreateExternalQueue,0.949276185,0.9650967,0.908465825,0.955591797,0.951222787,0.922832995
DefaultGroovyMethods.getProperties,0.851611632,0.845628628,0.869279476,0.93761338,0.851126381,0.950719804
ClientNetworkConfig.setAddresses,0.912668524,0.93004926,0.908964203,0.90496262,0.912659511,0.915739731
InternalDebugControl.setDebugFlags,0.999903034,0.999903034,1,0.999895336,0.999922216,0.987492094
WordVectorSerializer.readWord2VecFromText,0.886753107,0.947871117,0.957466075,0.90774422,0.872621962,0.846255015
CmsHtmlList.setSortedColumn,0.950776125,0.895575569,0.921896505,0.915704533,0.948128283,0.913754476
LocalClusteringCoefficient.runInternal,0.929736745,0.933386501,0.918817314,0.92684841,0.912709402,0.944131598
DBInputFormat.getCountQuery,0.894074657,0.991850001,0.893273578,0.893267434,0.986918811,0.919467455
AbstractReader.handleEvent,0.81658676,0.857453323,0.801047536,0.845819514,0.828271671,0.822730313
GridDatasetInv.getVertCoordinate,0.877770008,0.878572668,0.879280621,0.919781272,0.878790903,0.878496387
Config.getMapConfigOrNull,0.999875664,0.999896075,0.999899173,1,0.999923817,0.999886867
CmsWorkplaceManager.getDefaultView,0.860228478,0.868983234,0.870840974,0.877995533,0.890374096,0.879006122
OpenCmsCore.initServlet,0.876769364,0.862660223,0.851167984,0.868542733,0.895190067,0.858789506
SDLoss.huberLoss,0.993514642,0.991859769,0.995285779,1,0.987632154,0.989170747
NonCHHeavyAtom.matches,0.996214666,0.985667929,0.999906448,0.946661793,0.999887101,0.989125743
IndentPrinter.printIndent,0.922794828,0.884358415,0.875423965,0.879784195,0.923857331,0.967240677
ShellParser.findPattern,0.986665762,0.987010697,0.986221394,0.986260637,0.986271313,0.986576627
Parser.alignINClause,0.845732281,0.86628946,0.830125696,0.8026735,0.865163767,0.675841084
AsyncMultiDataSetIterator.next,0.876400744,0.862007202,0.859811826,0.885294407,0.880361823,0.930726858
NodeExtensionFactory.create,0.866416366,0.910365616,0.905381472,0.915470489,0.867351531,0.871697197
AlertPanel.getSelectedAlertsImpl,0.93683379,0.937140106,0.935190004,0.921143073,0.91952312,0.915652516
Kafka08Fetcher.createAndStartSimpleConsumerThread,0.931115836,0.877611143,0.919071906,0.921353687,0.936279368,0.890520826
DetectChessboardCorners.computeFeatures,0.900592256,0.929913578,0.824959252,0.839274877,0.919079457,0.861775576
MapUtil.createMap,0.958844532,0.975343817,0.920542985,0.955028378,0.959036041,0.963181991
IOUtils.readFileChannelFully,0.890670895,0.912928448,0.898682802,0.936593808,0.932160268,0.912187992
ExtensionScript.invokeProxyScript,0.989373843,0.99186718,0.989638189,0.990485271,0.989432406,0.995482281
ServletUtil.showSecurity,0.972483828,0.996279049,0.978521229,0.970283668,0.97191247,0.984753157
CmsSitemapController.createSubSitemap,0.975286383,0.97534227,0.976025269,0.982539016,0.975406972,0.975172173
GammaDistribution.regularizedGammaQ,0.934903365,0.90121756,0.898601558,0.895238895,0.945925332,0.966615416
CBLOF.getClusterBoundary,0.892642434,0.939148302,0.915722836,0.918392792,0.929937196,0.931653185
MLLibUtil.toVector,0.959476247,0.959053307,0.953162694,0.939598481,0.959401358,0.961929779
SpiderController.addSeed,0.868157552,0.831394709,0.875363063,0.88457556,0.847553017,0.845781093
Spider.fetchFilterSeeds,0.943438895,0.952899532,0.929091299,0.956430032,0.946661428,0.950493997
OptimizerNode.prunePlanAlternatives,0.879118309,0.922185848,0.905924384,0.898431466,0.881891579,0.923290632
HtmlQuoting.quoteOutputStream,0.936314046,0.925267239,0.966675261,0.84363536,0.935473161,0.915790821
HttpConnection.setMethod,0.88446964,0.843285873,0.896356374,0.874208902,0.896002404,0.874144438
MembersView.createNew,0.94898249,0.928404728,0.949194114,0.987913987,0.949004001,0.973039019
CmsDomUtil.getEffectiveBackgroundColor,0.865446757,0.883381282,0.88160051,0.972844259,0.865297104,0.957540233
KMedoidsPark.currentCluster,0.952439303,0.95150591,0.952110795,0.959109469,0.952546644,0.952588547
LevenbergMarquardtMethod.simulateParameters,0.877738874,0.904336432,0.90348959,0.877823662,0.895980517,0.881356783
ConverterRegistry.getConverter,0.903043455,0.927632265,0.935280601,0.957300133,0.901305511,0.999896562
ArrayByte.getDouble,0.966775976,0.99990508,0.946367733,0.999811306,0.96664258,0.967512971
ConnectionLimitingFactory.decorateIfLimited,0.863649542,0.733824706,0.845870768,0.859888728,0.863776497,0.792003133
ClassReader.readName,0.972723892,0.975283251,0.93968267,0.949466216,0.97241539,0.974379907
Bidi.addPoint,0.906164056,0.945266614,0.938073447,0.952928084,0.923821774,0.932804124
HazelcastClientCachingProvider.createCachingProvider,0.999935934,0.999911472,0.999904473,0.999900898,1,0.999930978
ConcurrentConveyor.offer,0.999892793,0.865463894,0.988892056,0.90366816,1,0.988842488
GEnhanceImageOps.sharpen4,0.988721881,0.989329387,0.991465568,0.984863329,0.984083591,0.994040086
AtomPlacer3D.getBondLengthValue,0.973892938,0.959034318,0.968403962,0.963814662,0.973467642,0.961451097
ListBuffer.next,0.900739385,0.880222197,0.874508682,0.920374955,0.89468365,0.932811971
SparseBooleanArray.get,0.98522277,0.985330017,0.985315679,0.974544803,0.98540446,0.999883736
JSONObject.putOpt,1,0.999854286,0.99987623,1,0.958945262,0.999843997
DebugMolecularFormula.addIsotope,0.963115796,0.996767736,0.993249745,0.963266537,0.948031841,0.984313033
