func_name,deepseekv3.2_ires,deepseekv4-flash_ires,gpt-5.4-mini_ires,gemini-3.1-flash-lite-preview_ires,Qwen3-32B_ires,Qwen3-Coder-30B-A3B-Instruct_ires
StaticTypeCheckingVisitor.checkGroovyStyleConstructor,0.86753985,0.901126688,0.921724935,0.914200235,0.882489565,0.90607882
RegularCyclicVertexSearch.buildVertexColor,0.819642832,0.86002028,0.917463349,0.857661026,0.822259545,0.80360588
KvStateRegistry.registerListener,0.955057631,0.917551065,0.921007179,0.918857032,0.954904221,0.919105351
MainMenuBar.getMenuImport,0.999918635,0.978272951,0.999909302,0.999851359,0.977660744,0.978674547
PopupMenuItemHttpMessageContainer.getInvoker,0.915242287,0.802148394,0.85688867,0.833442902,0.915963674,0.900821718
MoleculeSetRenderer.calculateDiagramBounds,0.886720077,0.88600923,0.850518566,0.850572901,0.885463865,0.865331461
NDArrayIndex.indexesFor,0.998341602,0.999923467,0.998588414,0.999899093,0.969517402,0.910965961
OptionsCheckForUpdatesPanel.initialize,0.972883311,0.972384441,0.964206635,0.972498029,0.972780699,0.972416359
FactoryIntensityPoint.fast,0.984969484,0.985345505,0.999928339,0.975151002,0.984949613,0.985351076
CmsLockUtil.withLockedResources,0.939940918,0.929502482,0.916470463,0.936877584,0.939927655,0.930288413
Anonymizer.anonymize,0.914900782,0.855808339,0.885555027,0.853841289,0.878837557,0.911782367
StaticTypeCheckingSupport.isUsingUncheckedGenerics,0.96983456,0.958929538,0.956965271,0.979773201,0.970844147,0.976365987
AutoEncoder.encode,0.97323852,0.975521248,0.978697103,0.935472622,0.972924628,0.974767349
Strand.removeMonomer,0.874762154,0.999907768,0.999914189,1,0.871330568,0.996170447
AttributeIndexRegistry.match,0.907885329,0.8208446,0.77272121,0.893863521,0.93226782,0.837954789
CompletableFuture.encodeRelay,0.955900302,0.938293002,0.948145574,0.960019576,0.955266199,0.942745536
WindowOperator.registerCleanupTimer,0.999906217,0.999894429,0.999951059,0.999912927,1,0.99990774
ClosureUtils.convertClosureToSource,0.928600125,0.950683833,0.920894545,0.93808525,0.927963221,0.930534586
D4DataCompiler.compile,0.914033244,0.918089669,0.91581402,0.916137108,0.922805991,0.909484094
EvaluationCalibration.getResidualPlot,0.982629946,0.986687752,0.982681828,0.98786806,0.982619435,0.988107125
MutableBigInteger.binaryGCD,0.932161949,0.936163257,0.916282877,0.948262977,0.94588913,0.929311203
Start.setOption,0.883785262,0.932553842,0.859883277,0.922915906,0.88009806,0.776489275
FactoryDerivativeSparse.createLaplacian,0.818618585,0.872448707,0.823112266,0.920348226,0.869124228,0.926315978
SchedulerForType.collectPoolInfoMetrics,0.83267177,0.769581988,0.777913277,0.846818219,0.832676361,0.830141573
RollingSink.setFSConfig,0.999871495,0.983951373,0.999872738,0.984238433,0.999876715,0.983901903
IMatrix.getVectorFromDiagonal,0.981080315,0.997330699,0.751492079,0.997348646,0.980992558,0.997425901
SkewGeneralizedNormalDistribution.logpdf,0.95669184,0.952699789,0.958439602,0.955025484,0.947108574,0.965383646
Pattern.times,0.955986682,0.977881582,0.983580873,0.949500576,0.955355677,0.905574442
FixBondOrdersTool.getBondNosForRingGroup,0.933367152,0.988085928,1,0.915590053,0.910022272,0.924215764
EventJournalReadOperation.shouldWait,0.761121541,0.737903521,0.771634719,0.697650107,0.797383547,0.735729738
AllFilterPanel.getBtnDisableAll,0.999921784,0.999920853,1,0.999916854,0.999925038,1
A_CmsUploadDialog.setHeight,0.927994045,0.898681516,0.868705832,0.899797596,0.901240833,0.943182173
CmsCmisUtil.checkAddProperty,0.90099109,0.879257856,0.887092162,0.890128602,0.898657636,0.879739604
FactoryMultiViewRobust.pnpRansac,0.979346291,0.971836447,0.983879005,0.971354762,0.977259184,0.955855008
GroovyScriptEngineImpl.compile,0.913274416,0.873264371,0.924349498,0.961199291,0.843487675,0.950115621
CosineUnitlengthDistanceFunction.distance,0.938344434,0.981968949,0.951424946,0.925233591,0.951947869,0.885743499
ClassNodeUtils.hasPossibleStaticProperty,0.899473666,0.877001805,0.890850499,0.890894322,0.902295047,0.886228908
DefaultGroovyMethods.leftShift,0.999917773,0.999911001,1,0.999919611,0.99992137,0.999887646
CmsSecurityManager.setPassword,0.991559313,0.997059955,0.998953319,0.994776841,0.993221727,0.983945281
DistributedRaidFileSystem.searchHarDir,0.929837825,0.95088518,0.953610465,0.952078618,0.949428228,0.951519323
ExtensionHook.getAddOnInstallationStatusListeners,0.99993795,0.999884934,0.999931766,0.999864674,0.999911996,0.4821839
Transition.dup,0.822329892,0.940893883,0.93977457,0.825555401,0.811995015,0.86564486
DTMNodeProxy.sameNodeAs,0.976046373,0.961022358,0.97427211,0.983197869,0.960906341,0.987266365
CmsAdvancedDirectEditProvider.startDirectEditDisabled,0.94216613,0.943332142,0.943548977,0.945285521,0.945169188,0.935839985
CmsWorkplace.buttonBarLabel,0.859213231,0.890758687,0.850889427,0.890213232,0.858931194,0.891782037
ResultUtil.getCollectionResults,0.994586908,0.999918142,0.994616778,0.987946716,0.999921042,1
ResultPartition.pin,0.781982273,0.903429802,0.869052463,0.919010162,0.782927199,0.85072957
IMatrix.getVectorFromColumn,0.999918872,0.999907398,0.999913723,0.999897254,0.999895144,0.999893522
DragableArea.enableStop,0.999910286,0.999880193,0.999913591,0.999915849,0.999899609,0.999946479
ObjectInputStream.readNewObject,0.934376877,0.942168909,0.943240481,0.950698521,0.939816,0.939484165
HazelcastClientCachingProvider.getOrCreateByInstanceName,0.979078819,0.981559457,0.990197253,0.99084573,1,0.997289285
HarFileSystem.getHarAuth,0.943478681,0.949960534,0.936478048,0.827272346,0.93627543,0.925865495
MkCoPTree.approximateLowerHull,0.929383595,0.948587955,0.94358091,0.941121817,0.945169173,0.934995204
DeLiClu.reinsertExpanded,0.871080005,0.894039445,0.885025281,0.893912472,0.855770856,0.907802449
CoordinateSystem.getProjection,0.893048158,0.825442407,0.867310803,0.877683357,0.891558648,0.665719028
InvokerHelper.getMethodPointer,0.81057467,0.907978785,0.956614532,0.985202859,0.771764584,0.900957178
SDNN.dotProductAttention,0.999848164,0.999846697,0.99991287,0.999870156,0.999910829,0.999870156
SameDiff.saveWithTrainingConfig,0.962673578,0.945706587,0.956549929,0.945382593,0.957322065,0.951952844
HttpMessage.toEventData,0.88444414,0.818362897,0.751056066,0.90091205,0.890755216,0.899322309
MerkleTreeConfig.setMapName,0.946738075,0.946192481,0.978561841,0.946064949,0.946064949,0.930895775
Gen.run,0.671289476,0.554736114,0.786170338,0.732507757,0.590376913,0.56979281
LRUCache.readPage,0.936359495,0.935432476,0.963764115,0.931685422,0.901052964,0.938842592
StaticTypeCheckingVisitor.inferLoopElementType,0.901957564,0.906441846,0.87397402,0.860837698,0.872751531,0.905159518
BaseUnderSamplingPreProcessor.calculateBernoulli,0.875225368,0.914791356,0.896727433,0.901631208,0.90593437,0.868912017
ClientConfig.setProperty,0.999868312,0.999846759,1,0.999872077,0.999881228,0.999895824
SAX2DTM2.copyAttribute,0.925032484,0.953053772,0.938196977,0.93602091,0.925406389,0.920502489
DefaultGroovyMethods.or,0.999867391,0.999902842,0.999926597,0.99990979,1,0.999907143
EvaluationBinary.accuracy,0.999937254,0.999918975,0.856332934,0.96583441,0.999906854,0.999884979
ArgumentAttr.processArg,0.912330187,0.87449758,0.861996481,0.8564344,0.906085755,0.874660324
CmsXmlSeoConfiguration.load,0.851149394,0.881635704,0.905158213,0.90510681,0.882042578,0.866977947
LegacyMatchingPointConfigPatternMatcher.getMatchingPoint,0.937881976,0.967764737,0.968485816,0.968014807,0.93708833,0.968421691
HttpHeader.isConnectionClose,0.835388975,0.881729976,0.851797038,0.861320148,0.803512258,0.844539825
HomographyDirectLinearTransform.addConicPairConstraints,0.702933761,0.777290738,0.768293752,0.809565891,0.71599684,0.818595878
DetectFiducialSquareImage.binaryToDef,0.874416683,0.882825623,0.894789823,0.854179959,0.870013216,0.878969811
DatabaseUtil.precomputedDistanceQuery,0.92813671,0.905539744,0.940574396,0.943340688,0.924882981,0.931571041
AbstractTransformBuilder.readAttributeDouble2,0.903224355,0.938989108,0.97312215,0.955880758,0.903996132,0.952681957
EdmondsMaximumMatching.parent,0.643036224,0.845353093,0.72057135,0.813308845,0.647276875,0.706950338
GeneralizedLogisticDistribution.cdf,0.952182422,0.952824686,0.951292286,0.944841539,0.953077345,0.938485599
Graph.optimalRoot,0.816067212,0.900048273,0.931922317,0.732635458,0.851748673,0.838569435
QueryAtomContainer.setAtoms,0.598112041,0.98839574,0.9750051,0.986733247,0.599373278,0.88300318
SchedulerForType.commitMatchedResource,0.861360524,0.876235207,0.904142827,0.859848027,0.863139328,0.834040367
Mac.getInstance,0.996933792,0.996961337,0.996784529,0.996747432,0.996726202,0.995589634
PluginDefaultGroovyMethods.collect,0.872683866,0.882947573,0.885444311,0.883683867,0.873394408,0.885677485
CmsVfsImportExportHandler.setFileName,0.829899308,0.927094833,0.954993816,0.935690301,0.90479062,0.843831004
ExtensionLoader.removeProxyServer,0.940739179,0.999882693,0.9998486,0.999817646,0.999885425,0.9998486
NNStorage.checkSchemeConsistency,0.811784689,0.804009149,0.925523149,0.827280231,0.797683714,0.808976266
AbstractKMeans.sparseMeans,0.986577133,0.986839915,0.989234786,0.988870556,0.986620041,0.980015049
SaturationChecker.newSaturate,0.934655381,0.97796775,0.942044748,0.868561248,0.912066908,0.957597204
Provider.removeService,0.804294021,0.903159022,0.95131509,0.802155249,0.821200024,0.825693642
Graph.printGraph,0.76697279,0.958988924,0.939743531,0.945846108,0.773990276,0.910938969
DocTreeMaker.skipWhiteSpace,0.96863464,0.950457007,0.924294422,0.990149655,0.968166397,0.949755227
ExpGammaDistribution.logcdf,0.966409207,0.898723138,0.898955855,0.97607403,0.966192605,0.939273791
ResultService.validate,0.813872378,0.829920792,0.823490409,0.824843404,0.813785064,0.780966763
BroxWarpingSpacial.computePsiDataPsiGradient,0.925580212,0.950316356,0.95749257,0.938239083,0.92655502,0.926473666
HtmlDocWriter.getPkgName,0.961497905,0.990610692,0.916517401,0.931815904,0.961448203,0.990714615
ToUnknownStream.endElement,0.825197747,0.818108041,0.83797003,0.796252964,0.848934497,0.827295885
CmsDatabaseExportDialog.getComboExportFiles,0.913761706,0.91115996,0.893244709,0.905436198,0.95236872,0.918692343
ZCurveSpatialSorter.pivotizeList1D,0.921561156,0.940212603,0.904516557,0.916752871,0.920703873,0.916246778
NonFlatRStarTree.createBulkDirectoryNodes,0.927828573,0.960863775,0.962597628,0.936121966,0.923600004,0.946752563
ToXMLStream.startPreserving,0.976179518,0.999892512,0.999926111,0.999926111,0.976197595,0.999918661
VelocityUtil.newEngine,0.916888406,0.947466627,0.881453243,0.940210212,0.919788925,0.92866949
PruneStructureFromSceneMetric.pruneObservationsBehindCamera,0.96517526,0.974156351,0.972246881,0.96009248,0.971278886,0.970813232
BrowserDialog.initialize,0.844321694,0.8844816,0.902392767,0.921543891,0.878313746,0.766681548
UrlUtils.authoritySafePath,0.968701167,0.994749635,0.862245318,0.994679086,0.969631791,0.994280082
Traits.isBridgeMethod,0.895480803,0.939735351,0.895621785,0.926410849,0.894468754,0.895204041
DFSInputStream.readBuffer,0.851212174,0.849470997,0.849978642,0.837638504,0.843516954,0.879384593
GPathResult.getBody,0.89138348,0.949498541,0.875305005,0.912366568,0.907032045,0.911599116
MetaClassImpl.initialize,0.888463415,0.894406955,0.919707184,0.919715615,0.927199173,0.92159902
XMeans.splitCluster,0.938509743,0.924331196,0.932955509,0.933506418,0.924084706,0.804150145
TypeTransformers.selectNumberTransformer,0.776321133,0.794300643,0.897834503,0.780039967,0.789308958,0.782556294
NcStringOrRefType.initDescription,0.913676315,0.999889232,1,1,0.911152238,1
A_CmsCmisRepository.extractRange,0.889758572,0.917301731,0.945277097,0.903512786,0.895331249,0.941095679
JumboCyclicVertexSearch.copy,0.907004095,0.94894444,0.87364349,0.949130407,0.908217084,0.893926512
MultiLayerConfiguration.getMemoryReport,0.941174531,0.860604004,0.948163561,0.958305781,0.957297357,0.859237136
SpatialUtil.contains,0.931376229,0.921781943,0.786503604,0.92041411,0.920624674,0.920991076
AbstractMemberWriter.addMemberSummary,0.909230976,0.914628537,0.929304723,0.893086665,0.914434179,0.928132104
CmsSliderBar.setColorSelectMode,0.899413063,0.884735878,0.893661259,0.879659722,0.86763556,0.889815749
TensorflowConversion.loadGraph,0.968774695,0.988803823,0.988543932,0.914308358,0.988886994,0.988625421
CmsLinkSelector.getLinkBean,0.892137317,0.958394637,0.903496105,0.958977777,0.951700215,0.958555235
HeaderInputStream.getMoreBytes,0.837880298,0.690456773,0.87185409,0.608978991,0.800438032,0.79741686
ExcelReader.readAsText,0.95841436,0.999910757,0.999919561,1,0.958657644,0.955385962
SystemUtil.getIntegerSafe,0.936601869,0.988410062,0.906736264,0.920348279,0.937094324,0.909667653
HardLink.createIOException,0.816783339,0.820277375,0.742805528,0.765803241,0.820119489,0.829035065
TldTemplateMatching.distance,0.953245264,0.945583634,0.920907266,0.9538294,0.944699518,0.92294496
SerializedFormBuilder.buildFieldSerializationOverview,0.908467272,0.893936847,0.85744261,0.893369141,0.914686126,0.875123932
BigDecimal.compareMagnitude,0.962540473,0.953387935,0.972971877,0.982698743,0.946037416,0.961342033
Optimizer.createPreOptimizedPlan,0.974580708,0.988536471,0.970313594,0.915100787,0.974580708,0.980605895
ExtensionPassiveScan.getPluginPassiveScanner,0.968198101,0.96773275,0.966490879,0.967585893,0.966295573,0.967884435
HttpMethodBase.getResponseBody,0.800389468,0.816387068,0.694631589,0.851687682,0.805712725,0.822425639
Period.from,0.935148622,0.919599236,0.956298729,0.919467217,0.935719273,0.937706084
ShelXReader.readChemFile,0.790537496,0.952468046,0.960252426,0.953177637,0.817824093,0.960576674
SearchIterator.getMatchedText,0.90524234,0.931187599,0.955583853,0.871655878,0.905821189,0.925451582
JavacFileManager.setContext,0.874020216,0.815553316,0.932830833,0.949972589,0.831536192,0.909675346
Symbol.externalType,0.735727324,0.795988822,0.680593256,0.83019096,0.853126282,0.735965676
XmlSlurper.parse,0.813074797,0.857978418,0.728030021,0.814955068,0.812879503,0.933035024
CmsNewResourceTypeDialog.addMessagesToVfsBundle,0.917234166,0.916729445,0.915165834,0.935468595,0.936262097,0.915556234
LocalDateTime.withSecond,0.999883854,0.999885757,0.999878507,0.999825743,0.999892909,0.999926808
KerasDepthwiseConvolution2D.getOutputType,0.987422324,0.99308084,0.96058404,0.993900547,0.987634055,0.99683445
StringValueArray.compareTo,0.972386309,0.971988934,0.697078454,0.972012524,0.972711434,0.972323344
FactoryBuilderSupport.getName,0.884151736,0.857564628,0.853895285,0.820383972,0.856489543,0.924650098
CmsVfsConfiguration.setXsdTranslationEnabled,1,0.999944133,0.999882244,0.999882244,0.999888478,0.999895723
InterleavedF32.get,0.999847228,0.961847034,0.550578684,0.995842039,0.999949978,0.961938039
Spider.isStopped,0.917896693,0.901003119,0.940975658,0.947615923,0.919257993,0.897263719
Db.tx,0.926284071,0.928317018,0.930170767,0.937169415,0.915024728,0.936251317
ExcelBase.getOrCreateColumnStyle,0.858407379,0.999914649,0.851324292,0.984545398,0.862180996,0.999920553
PhiAccrualFailureDetector.firstHeartbeat,0.892984384,0.88664347,0.932935079,0.929681498,0.876985492,0.859967028
AbstractFtp.exist,0.908673626,0.935320183,0.989994753,0.938468623,0.915896343,0.931505011
Numbers.parseInteger,0.867896451,0.915707461,0.929310476,0.873267214,0.852069888,0.883517859
WordVectorSerializer.writeWord2VecModel,0.994520358,0.994602627,0.999898614,0.985612196,0.994630687,0.985612196
HessianFromGradient.hessianSobel,0.985896911,0.962752863,0.952104326,0.961358801,0.985050972,0.972693438
BitsUtil.xorI,0.916997456,0.916008804,0.927984116,0.986678781,0.916048107,0.915811469
NetcdfFileWriteable.renameVariable,0.912331702,0.911577202,0.932689507,0.998302933,0.911574086,0.911783544
AbstractModuleIndexWriter.buildModulePackagesIndexFile,0.787181279,0.897076735,0.815666155,0.823664678,0.715213213,0.854409513
SM2Engine.encrypt,0.877312173,0.864613637,0.854087802,0.871903354,0.861339504,0.864962016
CmsJspTagContainer.shouldShowInContext,0.927033148,0.913104367,0.928223843,0.940221889,0.929103252,0.927735259
ConvertBitmap.declareStorage,0.898626677,0.910183828,0.909296451,0.924827355,0.921117267,0.880091277
TechnologyTreePanel.getTechSet,0.964064981,0.941138287,0.953709197,0.975990306,0.984457507,0.92968825
JSONUtil.quote,0.804768031,0.850857017,0.890830383,0.86050297,0.781298636,0.729041811
MiniMax.findPrototype,0.933500187,0.939058994,0.968446692,0.946019099,0.934325963,0.93549455
CoverageViewer.showDataset,0.915785969,0.911209022,0.888153592,0.772337954,0.885696669,0.917064879
InternalJSONUtil.valueToString,0.975191228,0.865166943,0.912650555,0.904485191,0.932726652,0.891430814
Version.of,0.797463033,0.795031481,0.791270446,0.771464965,0.797925548,0.7587156
URI.getEscapedAboveHierPath,0.999914645,0.999896262,0.99988926,1,0.999914645,0.999898819
AeronUtil.printAvailableImage,0.92780326,0.986279084,0.939212601,0.893674724,0.924352995,0.884839261
SqlDateTimeUtils.fromUnixtime,0.965349205,0.97309399,0.965923588,0.924949535,0.965228106,0.973341594
ProcessGroovyMethods.waitForProcessOutput,0.948440716,0.954002368,0.956776174,0.957665407,0.948187783,0.947771691
SharedSlot.getNumberLeaves,0.837925559,0.83860124,0.935084688,0.813387634,0.854492457,0.838816865
Shape.toOffsetZero,0.838011639,0.850465062,0.787254799,0.845469712,0.880622817,0.847604981
ArrayStructure.getScalarChar,0.999891277,0.986466447,1,0.987773855,0.999911195,1
A_CmsCmisRepository.getAcePrincipalName,0.952753836,0.975558054,0.979426129,0.9862295,0.954442451,0.964911845
TimeWindow.mergeWindows,0.96641784,0.971944571,0.971757743,0.947476076,0.949781687,0.963752104
CmsStringUtil.escapePattern,0.969677409,0.972233549,0.976803437,0.969084218,0.970425214,0.982060757
BasicWorkspaceManager.destroyWorkspace,0.956853018,0.991817551,0.999892012,0.919203756,0.955007987,0.888069501
NNStorage.getNumStorageDirs,0.908704231,0.908026815,0.982400677,0.915014853,0.908406258,0.9089561
DefaultGroovyMethods.dump,0.953767108,0.93061483,0.944092232,0.938810489,0.940579317,0.878913055
QueryCacheEventPublisher.hintMapEvent,0.821113681,0.835302226,0.776959968,0.861774435,0.829339305,0.764159608
SequenceFileAsTextRecordReader.next,0.913392769,0.698813192,0.808247164,0.846406611,0.913158741,0.829895598
TrackerMeanShiftComaniciu2003.distanceHistogram,0.930054775,0.967821796,0.955595241,0.932827924,0.929097528,0.929221941
AuthenticationMethod.setLoggedOutIndicatorPattern,0.997221268,0.999893446,0.999928131,0.999883263,0.997180824,0.996878158
MapContainer.hasPublisherWithMerkleTreeSync,0.989831406,0.984404652,0.98826208,0.973210353,0.98485529,0.975418065
CmsContextMenuTreeBuilder.findDefaultAction,0.956575435,0.963781137,0.915874079,0.925900371,0.956905374,0.904452958
CmsVPopupView.updateCornerLeft,0.81803437,0.81302738,0.794648627,0.842330392,0.829422253,0.853451066
ConvertBufferedImage.convertFromSingle,0.884965551,0.909741442,0.959549471,0.931732289,0.860523382,0.894108866
KerasCropping2D.getOutputType,0.995910217,0.996138934,0.958005156,0.991152469,0.995979447,0.996051509
AbstractLayout3DPC.buildSpanningTree,0.836518005,0.852332056,0.855684967,0.897596639,0.829121953,0.825377704
QueueContainer.getBackupMap,0.957208513,0.957603818,0.956997625,0.952520426,0.957515183,0.957515183
Types.unboxedTypeOrType,0.982637847,0.979056793,0.982425184,0.943588127,0.982881986,0.982470582
BasicModelUtils.similarity,0.951791922,0.928391619,0.929058309,0.885532547,0.954203951,0.933075028
GeometryUtil.translate2D,0.997304635,0.965574737,0.99986916,0.968277019,0.966699987,0.996756078
RetractableTopNFunction.retractRecordWithRowNumber,0.858206891,0.831833264,0.812053802,0.762893586,0.84083392,0.827441306
BaseTemplate.tryEscape,0.999899484,0.991768935,0.999864054,0.849844757,1,0.855866157
AnnotationTypeFieldWriterImpl.addAnnotationDetailsTreeHeader,0.997707374,0.988858516,0.973379844,0.972560248,0.997507298,0.972773488
BinarySerde.toByteBuffer,0.877081711,0.870598534,0.858059516,0.870445374,0.869404713,0.881804085
CmsSearchIndexList.fillDetailIndexSource,0.958188358,0.945597837,0.954642257,0.954182862,0.957528155,0.952731403
KernelDensityEstimator.process,0.908979819,0.91219395,0.887018171,0.928867393,0.906944843,0.916526044
DynamicFieldsPanel.validateFields,0.870473983,0.906834646,0.899469104,0.904638619,0.87031559,0.895019934
DefaultGroovyMethods.withTraits,0.871635571,0.914742886,0.899793848,0.843467147,0.841634612,0.846945812
ExpandoMetaClass.registerBeanProperty,0.794998314,0.8015581,0.910026892,0.833369017,0.77896519,0.717406943
Collectors.groupingByConcurrent,0.960793919,0.963384859,0.964687545,0.977472963,0.965123847,0.956262604
Sql.newInstance,0.999859807,0.999863429,0.876943381,0.999892336,0.859825939,0.999874376
CollUtil.zip,0.956719104,0.961418875,0.96102478,0.961099827,0.95676181,0.925725159
SparseBaseLevel1.dot,0.894042402,0.890266479,0.824239851,0.7910596,0.913723116,0.904159062
DefaultWriteBehindProcessor.callHandler,0.855808925,0.798118642,0.838386194,0.882919513,0.876092802,0.85668989
AbstractMetricsContext.getAttributeTable,0.986903354,0.897525429,0.964688995,0.927499645,0.987072686,0.96783348
StationRegionDateChooser.redraw,0.754452571,0.779306913,0.779390589,0.741531217,0.755940075,0.74181096
NetcdfFile.findGlobalAttribute,0.999891973,0.999874515,1,0.998530846,0.999907251,1
Application.abort,0.745515209,0.732939203,0.705068981,0.72007848,0.73593551,0.548551044
KDDTask.run,0.854380382,0.832980533,0.808727076,0.852378591,0.877348831,0.860407486
ExtensionHookView.addSessionPanel,0.99990665,0.99990692,0.775552966,0.999887122,0.999900364,0.999925173
AtomPlacer3D.getFarthestAtom,0.930624028,0.947581189,0.933069418,0.917486478,0.930560742,0.938655465
OnlineLOF.run,0.82680247,0.954712175,0.954570895,0.955113487,0.953262045,0.929748848
SDBaseOps.neq,0.990131837,0.990109319,0.889598077,0.999925271,0.989927129,0.987710327
DataRootPathMatcher.put,0.814108243,0.944409738,0.969679185,0.969041044,0.792959551,0.96935565
UtilIO.getPathToBase,0.947838581,0.936853007,0.957091321,0.955308706,0.947325063,0.932751985
DynamoDBStreamsProxy.createKinesisClient,0.814295476,0.79105073,0.792853478,0.738651592,0.787304701,0.799405356
CmsFlexBucketConfiguration.getBucketSet,0.924245392,0.907251688,0.904757005,0.939272202,0.91775071,0.914178967
DOMBuilder.parse,0.920827101,0.901869084,0.900753797,0.941020492,0.915849897,0.903891245
AbstractParamContainerPanel.getPanelParam,0.964886355,0.966026118,0.965779843,0.984345628,0.966246177,0.99030748
JobClient.runJob,0.919864037,0.911845747,0.888791818,0.987777296,0.918183512,0.912287681
ReflectUtil.getFieldValue,0.866339694,0.853903775,0.85379234,0.845916887,0.852878413,0.827864925
CsvWriter.writeLine,0.982904419,0.982420306,0.982420306,0.982754064,0.982925943,0.982741471
Grego.timeToFields,0.928145693,0.953568929,0.941680992,0.907857348,0.928553898,0.930329088
ExampleDenseImageFeatures.HighLevel,0.905187902,0.931915677,0.914612251,0.933405358,0.896740368,0.9226744
AbstractCacheConfig.addCacheEntryListenerConfiguration,0.956483864,0.945562879,0.93935628,0.965304929,0.955731154,0.939561151
MutableBigInteger.primitiveRightShift,0.992058243,0.987185715,0.983985049,0.983621434,0.991663943,0.983724215
AbstractHazelcastCacheManager.getCacheNamePrefix,0.691806643,0.614722855,0.811127854,0.677758471,0.690012942,0.811659243
FormatStringBuffer.skipDigits,0.969309203,0.960273517,0.961429112,0.961589953,0.969416134,0.959350672
IterUtil.toMap,0.899598752,0.974689805,0.991463115,0.971943424,0.900260853,0.899657977
UAgentInfo.detectFirefoxOSPhone,0.999880654,0.999880007,0.999874301,0.999913614,0.999916879,0.999896291
QueueContainer.offer,0.976520513,0.993141677,0.660390406,0.972941271,0.974065046,0.968807657
OperandStack.dup,0.924870168,0.934187278,0.924161951,0.931328332,0.92453213,0.924588996
Clipboard.nextCandidate,0.861507684,0.928746757,0.847093758,0.839953947,0.92634402,0.841170913
BaseTemplate.writeTo,0.737447274,0.7619332,0.722276366,0.745593765,0.714650355,0.729613668
VisOdomMonoPlaneInfinity.changeCurrToReference,0.883132886,0.943132676,0.967079835,0.958499148,0.854333866,0.885014154
McIDASLookup.getLevelDescription,0.885972117,0.943783293,0.87457975,0.916175607,0.929524429,0.869591851
TdsInit.destroy,0.833933052,0.829147531,0.772877791,0.873412773,0.838696583,0.812486365
JNIWriter.instance,0.999911157,0.998075986,0.963916509,0.991742154,0.999908245,0.998006962
JobStatistics.populate_MapReduceTaskLists,0.926153499,0.919273296,0.931858094,0.89352316,0.897275035,0.909258455
ExtensionPassiveScan.removePassiveScanner,0.999888321,0.999902743,0.999872959,0.999900641,0.999871362,0.999886323
SlotManager.checkTaskManagerTimeouts,0.885134582,0.919621671,0.864850067,0.894274179,0.877472982,0.896972501
MixtureModelOutlierScaling.calcPosterior,0.853480537,0.866701006,0.929224041,0.873034702,0.827318024,0.831059854
PNCounterProxy.getReplicaAddresses,0.942036313,0.949069214,0.944071737,0.957296841,0.942215336,0.9466576
ConvertDescriptors.convertNcc,0.851000693,0.905357656,0.916298887,0.889342071,0.849673241,0.895962852
BipartiteGraph.projectionTopSimple,0.999862041,0.999886871,0.999919059,0.999924356,0.999899148,0.999898651
MapOperationProviders.getOperationProvider,0.982282271,0.977540129,0.98243672,0.979544275,0.98203035,0.980262388
CmsEditProjectForm.createProject,0.903175544,0.95279364,0.932037894,0.941885618,0.90108604,0.949666602
DigitList.isLongMIN_VALUE,0.912677596,0.923128523,0.914847092,0.947024864,0.88370716,0.880256602
ImplSsdCorner_F32_MT.horizontal,0.955220598,0.930465997,0.970277498,0.924081644,0.947122074,0.868774715
JobConf.getMemoryForMapTask,0.999905965,0.999949289,0.999933642,0.999930766,0.999913519,0.99989584
DefaultGroovyMethods.asString,0.938679579,0.98184022,0.918673642,0.934778319,0.93825973,0.982112593
Convert.utf2chars,0.9246393,0.952464184,0.954922655,0.973494514,0.954797215,0.970524896
GasteigerPEPEPartialCharges.assignPiFactors,0.758842839,0.764212107,0.963894708,0.834734746,0.802886334,0.773328186
SimpleCache.getSilent,0.826526721,0.892681018,0.853675858,0.826131047,0.826129296,0.890874874
RelationUtil.computeMinMax,0.979186511,0.980247318,0.974274436,0.992013098,0.979282894,0.981846289
BytecodeInterface8.sArrayGet,0.965274291,0.969133577,0.963307053,0.996513896,0.96450425,0.96932517
SegmentsUtil.copyToBytes,1,0.999892195,0.863632126,0.943604811,0.999906477,0.999876299
Sql.cacheConnection,0.978412549,0.978728929,0.978492371,0.978353303,0.977868293,0.976031677
HeaderMessage.read,0.786226494,0.825100255,0.8730242,0.900631261,0.787587645,0.857822212
HttpTextViewUtils.getViewToHeaderPositionImpl,0.885021254,0.850345755,0.853301734,0.815020402,0.890612019,0.867440984
SetCommandProcessor.handle,0.89690332,0.908423121,0.899803234,0.913275304,0.853087692,0.892109389
OCSPResponse.initializeClockSkew,0.999934061,0.997008301,0.991126129,0.991088366,0.999934855,0.983953324
URLEncoder.createDefault,0.957977812,0.955922354,0.948683493,0.949050574,0.969680741,0.976339891
LinearScanEuclideanDistanceRangeQuery.linearScan,0.968942882,0.969042292,0.967865319,0.956813082,0.969707585,0.969472974
RaftNodeImpl.runQueryOperation,0.86002268,0.950044642,0.948150993,0.856992151,0.853228605,0.936231991
Configuration.convertFile,0.914940382,0.948473806,0.947853273,0.907926604,0.917108462,0.971912217
ReferenceUtil.create,0.947587128,0.974766957,0.96057043,0.975061934,0.97496721,0.975047543
